BE0000048	凝血酶原
BE0008972	真核翻译起始因子6
BE0008973	真核启动因子4A-I
BE0008974	14-3-3蛋白质β\/α
BE0008975	肝癌衍生生长因子
BE0005284	氯离子胞内通道蛋白1
BE0008976	蛋白酶体激活物复合物亚单位1
BE0001179	磷脂酰乙醇胺结合蛋白1
BE0008977	磷酸甘油酸变位酶1
BE0008978	Ran特异性GTP酶激活蛋白
BE0005818	蛋白质SCO1同源物，线粒体
BE0008989	替代朊蛋白
BE0008995	亨廷顿蛋白
BE0005816	类肝素蛋白1
BE0000992	蛋白DJ-1
BE0000921	胰岛淀粉样多肽
BE0009046	速激肽-3
BE0008979	阿法明
BE0008879	载脂蛋白C-II
BE0008880	载脂蛋白C-III
BE0009052	补体成分C9
BE0009056	色盒蛋白同源物5
BE0005089	Igγ-4链C区
BE0009059	免疫球蛋白λ样多肽1
BE0009065	富含亮氨酸的α-2糖蛋白
BE0009066	卢米坎
BE0000537	甲状腺素结合球蛋白
BE0009068	色素上皮衍生因子
BE0008992	胱抑素B
BE0005803	NADPH氧化酶1
BE0004961	羟基磷灰石
BE0008720	无定形磷酸钙
BE0008655	非结构蛋白5B（NS5B）
BE0009334	巨噬细胞甘露糖受体1
BE0008642	疟疾蛋白EXP-1
BE0003089	ATP依赖性Clp蛋白酶ATP结合亚单位ClpX
BE0009677	逆转录酶
BE0009678	DNA聚合酶
BE0002486	胶质细胞源性神经生长因子
BE0008643	前蛋白转化酶枯草杆菌素\/可欣9型
BE0005459	ADP核糖环化酶1
BE0009333	甲状腺素5-脱碘酶
BE0003546	碱性磷酸酶，组织非特异性同工酶
BE0002193	胸苷磷酸化酶
BE0010064	鸟苷酸环化酶
BE0008659	促甲状腺激素释放激素受体
BE0004619	α-N-乙酰半乳糖胺酶
BE0003206	核糖核苷二磷酸还原酶1β亚单位
BE0008660	尿素酶
BE0000318	分泌素受体
BE0009001	巨噬细胞受体
BE0008719	二酰甘油O-酰基转移酶2
BE0002247	超长链脂肪酸蛋白质4的伸长
BE0001861	TGF-β受体2型
BE0009883	B淋巴细胞
BE0002476	氧化还原酶HTATIP2
BE0008691	钙和整合素结合蛋白1
BE0008692	索钦
BE0008693	钙调神经磷酸酶B同源蛋白1
BE0002145	斯巴克
BE0008694	原纤维蛋白-2
BE0008695	钙螯合素-2
BE0005259	钙调素
BE0008696	佩夫林
BE0002950	蛋白S100-A6
BE0008697	翻译控制肿瘤蛋白
BE0008698	钙和整合素结合家族成员2
BE0008699	钙螯合素-1
BE0008700	核结合蛋白-1
BE0008701	核结合蛋白-2
BE0008702	原纤维蛋白-3
BE0008703	葛兰素
BE0008704	钙依赖性分泌激活剂1
BE0008705	钙调蛋白-2
BE0008706	钙调蛋白-3
BE0008707	蛋白S100-A16
BE0008708	钙视网膜蛋白
BE0008709	钙磷素
BE0008710	钙依赖性分泌激活剂2
BE0008711	钙网蛋白-3
BE0005274	神经丝蛋白-1
BE0004557	神经元钙传感器1
BE0001141	维生素D结合蛋白
BE0009144	组胺H1受体
BE0009373	皮肤上皮细胞
BE0001214	木糖异构酶
BE0009546	汗管
BE0008986	蛋白酶激活受体4
BE0002092	纤维蛋白原γ链
BE0009352	肺上皮细胞
BE0009555	谷氨酸门控氯通道
BE0009556	GABA-A门控氯离子通道
BE0009557	ABC运输公司
BE0009550	环氧合酶2
BE0003441	程序性细胞死亡1配体1
BE0009755	狂犬病病毒蛋白质类
BE0000949	肿瘤坏死因子受体超家族成员1B
BE0009022	线粒体ATP合酶亚单位g
BE0009097	线粒体ATP合酶O亚单位
BE0009098	富含半胱氨酸和甘氨酸的蛋白质1
BE0005806	二氢嘧啶酶相关蛋白2
BE0009099	菲拉明-A
BE0005795	α-酮戊二酸依赖性双加氧酶FTO
BE0009100	异质核核糖核蛋白D0
BE0009026	异质核核糖核蛋白K
BE0009101	异染色质蛋白1结合蛋白3
BE0009102	Ras GTPase激活样蛋白IQGAP1
BE0003419	嘌呤霉素敏感氨基肽酶
BE0009104	60S核糖体蛋白L10
BE0009105	60S核糖体蛋白L14
BE0009106	60S核糖体蛋白L18
BE0009107	60S核糖体蛋白L35
BE0009108	60S核糖体蛋白L4
BE0009109	40S核糖体蛋白S13
BE0009110	40S核糖体蛋白S17
BE0009111	40S核糖体蛋白S18
BE0009112	40S核糖体蛋白S19
BE0009113	40S核糖体蛋白S28
BE0009114	40S核糖体蛋白S5
BE0009115	40S核糖体蛋白S6
BE0009116	40S核糖体蛋白S8
BE0009117	40S核糖体蛋白S9
BE0009118	剪接因子1
BE0009119	小核核糖核蛋白Sm D2
BE0004503	信号识别颗粒14 kDa蛋白
BE0009120	富含丝氨酸\/精氨酸的剪接因子4
BE0009160	特朗斯格林
BE0009122	Transgelin-2
BE0009037	原肌球蛋白α-1链
BE0004469	波形蛋白
BE0009123	Zyxin
BE0009161	肌球蛋白-9
BE0009162	可能的ATP依赖性RNA解旋酶DDX5
BE0004598	剪接体RNA螺旋酶DDX39B
BE0009103	核磷蛋白
BE0009163	翻译控制的肿瘤蛋白同系物
BE0009164	P型钙转运ATP酶
BE0009165	鸟氨酸转氨酶
BE0009166	伸长因子1-α
BE0009167	多药耐药蛋白
BE0009168	延伸系数2
BE0009170	肌动蛋白-1
BE0009171	甘油醛-3-磷酸脱氢酶
BE0009172	果糖二磷酸醛缩酶
BE0009173	细胞分裂周期蛋白48同系物，推测
BE0009174	热休克蛋白90
BE0009175	真核启动因子4A
BE0009176	丙酮酸激酶
BE0009177	蛋白质二硫键异构酶
BE0009178	硫氧还蛋白相关蛋白，推测
BE0009179	精胺合酶
BE0009180	可能的ATP依赖性6-磷酸果糖激酶
BE0009181	谷氨酸脱氢酶
BE0009182	内质素同系物，推测
BE0009183	烯醇化酶
BE0009184	40S核糖体蛋白S3
BE0009185	非SERCA型钙转运P-ATP酶
BE0009186	微管蛋白α链
BE0009187	旋钮相关富含组氨酸蛋白
BE0009188	S-腺苷蛋氨酸合酶
BE0009189	V型H（+）-易位焦磷酸酶，推测
BE0009190	60S核糖体蛋白L4
BE0009191	磷酸乙醇胺N-甲基转移酶
BE0009192	核糖体蛋白S340A
BE0009193	保守的疟原虫膜蛋白
BE0009194	60S核糖体蛋白L3
BE0009195	高分子量菱形蛋白2
BE0009196	丝氨酸重复抗原5
BE0009197	40S核糖体蛋白S19
BE0009198	糖蛋白结合蛋白
BE0009199	钙转运ATP酶
BE0009200	V型质子ATP酶催化亚基A
BE0009201	60S核糖体蛋白L2
BE0009202	酰基辅酶A合成酶
BE0009203	血浆蛋白酶IV
BE0009204	血浆蛋白酶-1
BE0009205	氯喹抗性转运体
BE0009206	14-3-3蛋白质
BE0009207	异亮氨酸——tRNA连接酶，推测
BE0009208	疟原虫输出蛋白
BE0009209	蛋白
BE0009210	60S核糖体蛋白L27
BE0009211	第62条，推定
BE0009212	自噬相关蛋白18，推测
BE0009213	成熟寄生虫感染的红细胞表面抗原
BE0009214	Importin-7，假定的
BE0009740	导入蛋白亚单位α
BE0009216	肽基脯氨酰顺反异构酶
BE0009217	DnaJ蛋白，推测
BE0009218	裂殖子表面蛋白1
BE0009219	谷氨酸-tRNA连接酶
BE0009220	T-复合蛋白1亚单位eta
BE0009221	推定伴侣
BE0009222	菱形颈蛋白3
BE0009223	40S核糖体蛋白S5，推测
BE0009224	骨架结合蛋白1
BE0009225	腺苷高胱氨酸酶
BE0009226	腺苷脱氨酶
BE0009227	蛋氨酸-tRNA连接酶
BE0009228	氨甲酰磷酸合成酶
BE0009229	天冬氨酸氨甲酰转移酶
BE0009230	信号识别粒子受体，β亚单位
BE0009231	寄生虫感染的红细胞表面蛋白
BE0009232	共济体α亚单位，推定
BE0009233	己糖激酶
BE0009234	蛋白酶体亚单位α型
BE0009235	卤酸脱卤酶样水解酶
BE0009236	胰岛素酶
BE0009237	40S核糖体蛋白S21
BE0009238	泛素结合酶E2
BE0009239	真核翻译起始因子3亚基C
BE0009240	60S核糖体蛋白L24，推测
BE0009241	60S核糖体蛋白L23
BE0009242	60S核糖体蛋白L17，推测
BE0009244	HAP蛋白
BE0009245	热休克蛋白110，推测
BE0009246	60S核糖体蛋白L10，推测
BE0009247	假定溶血磷脂酶
BE0009248	聚腺苷结合蛋白
BE0009249	泛素-60S核糖体蛋白L40
BE0009741	磷酸核糖焦磷酸合成酶
BE0009251	硫氧还蛋白过氧化物酶1
BE0009252	蛋白质运输蛋白SEC31
BE0009253	二肽氨基肽酶1
BE0009254	环状感染红细胞表面抗原
BE0009255	ATP依赖性RNA解旋酶UAP56
BE0009256	钙依赖性蛋白激酶4
BE0009257	GTP结合核蛋白
BE0009258	核苷转运体2
BE0009259	Anamorsin同系物
BE0009260	谷氨酰胺合成酶，推定
BE0009261	60S核糖体蛋白L30e，推测
BE0009262	酪蛋白激酶2α亚单位
BE0009263	苏氨酸-tRNA连接酶
BE0009264	cAMP依赖性蛋白激酶调节亚单位
BE0009265	伸长因子1-γ，推定
BE0009266	硫氧还蛋白样蛋白
BE0009267	60S核糖体蛋白L21
BE0009268	60S核糖体蛋白L14，推测
BE0009269	内膜复合物亚室蛋白3
BE0009270	HSP40，A亚家族，推测
BE0009271	吡哆醛5'-磷酸合酶亚基Pdx1
BE0009324	骨形态发生蛋白受体2型
BE0009272	骨形态发生蛋白受体1A型
BE0009917	受体酪氨酸蛋白激酶erbB-3
BE0009682	黑素皮质素受体4
BE0009683	黑素皮质素受体3
BE0009684	黑素皮质素受体5
BE0003639	多药耐药相关蛋白5
BE0009862	RNA定向RNA聚合酶
BE0003460	Caspase-8
BE0009525	丝氨酸\/苏氨酸蛋白激酶D1
BE0009926	蛋白质unc-13同源物B
BE0009757	钠氢交换器
BE0010011	硝基还原酶
BE0010138	免疫球蛋白重常量ε
BE0009665	硬骨素
BE0003464	IL13蛋白
BE0009867	柠檬酸三磷酸腺苷合酶
BE0009694	出口蛋白-1
BE0000255	视黄醇结合蛋白3
BE0009501	NT-3生长因子受体
BE0009534	原癌基因酪氨酸蛋白激酶
BE0008672	芳胺N-乙酰转移酶
BE0004866	细胞色素P450 3A亚家族
BE0003533	细胞色素P450 2E1
BE0003541	UDP葡萄糖醛酸转移酶1-1
BE0009379	钙依赖性蛋白激酶1
BE0009380	核糖体蛋白S6激酶α-6
BE0009381	非典型激酶COQ8A，线粒体
BE0009382	丝氨酸\/苏氨酸蛋白激酶NIM1
BE0009383	丝氨酸\/苏氨酸蛋白激酶24
BE0009384	丝氨酸\/苏氨酸蛋白激酶3
BE0009385	酪氨酸蛋白激酶
BE0009386	丝氨酸\/苏氨酸蛋白激酶33
BE0009387	丝氨酸\/苏氨酸蛋白激酶35
BE0009388	丝氨酸\/苏氨酸蛋白激酶36
BE0009389	丝氨酸\/苏氨酸蛋白激酶38
BE0009390	丝氨酸\/苏氨酸蛋白激酶38样
BE0009391	STE20\/SPS1相关的富含脯氨酸丙氨酸的蛋白激酶
BE0009392	丝氨酸\/苏氨酸蛋白激酶TAO1
BE0009393	丝氨酸\/苏氨酸蛋白激酶TAO3
BE0009394	丝氨酸\/苏氨酸蛋白激酶TBK1
BE0009395	双特异性睾丸特异性蛋白激酶1
BE0009396	酪氨酸蛋白激酶受体Tie-1
BE0009397	丝氨酸\/苏氨酸蛋白激酶1
BE0009398	丝氨酸\/苏氨酸蛋白激酶2
BE0009399	TRAF2和NCK相互作用蛋白激酶
BE0009400	非受体酪氨酸蛋白激酶TNK1
BE0009401	丝氨酸\/苏氨酸蛋白激酶TNNI3K
BE0009402	睾丸特异性丝氨酸\/苏氨酸蛋白激酶1
BE0009403	酪氨酸蛋白激酶TXK
BE0009404	酪氨酸蛋白激酶受体酪氨酸3
BE0009405	丝氨酸\/苏氨酸蛋白激酶ULK1
BE0009406	丝氨酸\/苏氨酸蛋白激酶ULK2
BE0009407	丝氨酸\/苏氨酸蛋白激酶ULK3
BE0009408	丝裂原活化蛋白激酶19
BE0009409	AP2相关蛋白激酶1
BE0009410	非典型激酶COQ8B，线粒体
BE0009411	锚蛋白重复序列和含蛋白激酶结构域的蛋白1
BE0009412	酪氨酸蛋白激酶受体UFO
BE0009413	酪氨酸蛋白激酶
BE0009414	BMP-2诱导蛋白激酶
BE0009415	骨形态发生蛋白受体1B型
BE0009416	细胞质酪氨酸蛋白激酶BMX
BE0009417	钙\/钙调素依赖性蛋白激酶1型
BE0009418	钙\/钙调蛋白依赖性蛋白激酶激酶1
BE0009419	钙\/钙调蛋白依赖性蛋白激酶激酶2
BE0009420	卡帕酪蛋白
BE0009421	丝氨酸\/苏氨酸蛋白激酶MRCKγ
BE0009422	细胞周期素依赖激酶样1
BE0009423	细胞周期素依赖激酶样2
BE0009424	柠檬酸Rho相互作用激酶
BE0009425	双特异性蛋白激酶CLK2
BE0009426	双特异性蛋白激酶CLK4
BE0009427	酪蛋白激酶Iα亚型
BE0009428	死亡相关蛋白激酶2
BE0009429	丝氨酸\/苏氨酸蛋白激酶DCLK1
BE0009430	丝氨酸\/苏氨酸蛋白激酶DCLK2
BE0009431	丝氨酸\/苏氨酸蛋白激酶DCLK3
BE0009432	双特异性酪氨酸磷酸化调节激酶1B
BE0009433	真核翻译起始因子2-α激酶1
BE0009435	eIF-2-α激酶GCN2
BE0009436	肾上腺素A型受体1
BE0009437	肾上腺素A型受体3
BE0009438	肾上腺素A型受体4
BE0009439	肾上腺素A型受体6
BE0009440	肾上腺素A型受体8
BE0009441	肾上腺素B型受体1
BE0009442	肾上腺素B型受体6
BE0009443	酪氨酸蛋白激酶
BE0009444	酪氨酸蛋白激酶Fes\/Fps
BE0009445	细胞周期蛋白G相关激酶
BE0009446	糖原合成酶激酶-3α
BE0009447	同源结构域相互作用蛋白激酶2
BE0009448	同源结构域相互作用蛋白激酶3
BE0009449	丝氨酸\/苏氨酸蛋白激酶
BE0009450	核因子κB激酶亚单位ε抑制剂
BE0009451	胰岛素受体相关蛋白
BE0009452	白细胞介素-1受体相关激酶1
BE0009453	白细胞介素-1受体相关激酶3
BE0009454	丝氨酸\/苏氨酸蛋白激酶SIK3
BE0009455	丝氨酸\/苏氨酸蛋白激酶LATS1
BE0009456	LIM结构域激酶2
BE0009457	富含亮氨酸的重复序列丝氨酸\/苏氨酸蛋白激酶2
BE0009458	白细胞酪氨酸激酶受体
BE0009459	双特异性丝裂原活化蛋白激酶激酶3
BE0009460	双特异性丝裂原活化蛋白激酶5
BE0009461	双特异性丝裂原活化蛋白激酶激酶6
BE0009462	丝裂原活化蛋白激酶10
BE0009463	丝裂原活化蛋白激酶11
BE0009464	丝裂原活化蛋白激酶激酶12
BE0009465	丝裂原活化蛋白激酶13
BE0009466	丝裂原活化蛋白激酶15
BE0009467	丝裂原活化蛋白激酶3
BE0009468	丝裂原活化蛋白激酶4
BE0009469	丝裂原活化蛋白激酶6
BE0009470	丝裂原活化蛋白激酶1
BE0009471	丝裂原活化蛋白激酶2
BE0009472	丝裂原活化蛋白激酶3
BE0009473	丝裂原活化蛋白激酶4
BE0009474	丝裂原活化蛋白激酶5
BE0009475	丝裂原活化蛋白激酶15
BE0009476	丝裂原活化蛋白激酶4
BE0009477	丝裂原活化蛋白激酶7
BE0009478	MAP激酶活化蛋白激酶5
BE0009479	丝氨酸\/苏氨酸蛋白激酶MARK1
BE0009480	丝氨酸\/苏氨酸蛋白激酶MARK2
BE0009481	MAP\/微管亲和调节激酶3
BE0009482	MAP\/微管亲和调节激酶4
BE0009483	片段结合蛋白1
BE0009484	微管相关丝氨酸\/苏氨酸蛋白激酶1
BE0009485	巨核细胞相关酪氨酸蛋白激酶
BE0009486	母体胚胎亮氨酸拉链激酶
BE0009487	畸形样激酶1
BE0009488	MAP激酶相互作用的丝氨酸\/苏氨酸蛋白激酶1
BE0009489	MAP激酶相互作用的丝氨酸\/苏氨酸蛋白激酶2
BE0009490	巨噬细胞刺激蛋白受体
BE0009491	肌肉、骨骼受体酪氨酸蛋白激酶
BE0009492	肌球蛋白轻链激酶，平滑肌
BE0009493	肌球蛋白轻链激酶3
BE0009494	肌球蛋白轻链激酶家族成员4
BE0009495	肌球蛋白IIIa
BE0009496	丝氨酸\/苏氨酸蛋白激酶Nek1
BE0009497	丝氨酸\/苏氨酸蛋白激酶Nek3
BE0009498	丝氨酸\/苏氨酸蛋白激酶Nek4
BE0009499	丝氨酸\/苏氨酸蛋白激酶Nek5
BE0009500	丝氨酸\/苏氨酸蛋白激酶Nek9
BE0009502	NUAK家族SNF1样激酶1
BE0009503	NUAK家族SNF1样激酶2
BE0009504	丝氨酸\/苏氨酸蛋白激酶OSR1
BE0009505	丝氨酸\/苏氨酸蛋白激酶PAK 1
BE0009506	丝氨酸\/苏氨酸蛋白激酶PAK 2
BE0009507	丝氨酸\/苏氨酸蛋白激酶PAK 3
BE0009508	丝氨酸\/苏氨酸蛋白激酶PAK 4
BE0009509	丝氨酸\/苏氨酸蛋白激酶PAK 6
BE0009510	丝氨酸\/苏氨酸蛋白激酶PAK 5
BE0009511	细胞周期蛋白依赖性激酶17
BE0009512	磷酸化酶b激酶γ催化链，骨骼肌\/心脏亚型
BE0009513	磷脂酰肌醇4-激酶β
BE0009514	含β亚单位的磷脂酰肌醇4-磷酸3-激酶C2结构域
BE0009515	含亚单位γ的磷脂酰肌醇4-磷酸3-激酶C2结构域
BE0009516	丝氨酸\/苏氨酸蛋白激酶pim-3
BE0009517	磷脂酰肌醇5-磷酸4-激酶2型β
BE0009518	磷脂酰肌醇5-磷酸4-激酶2型γ
BE0009519	膜相关酪氨酸和苏氨酸特异性cdc2抑制激酶
BE0009520	丝氨酸\/苏氨酸蛋白激酶N1
BE0009521	丝氨酸\/苏氨酸蛋白激酶N2
BE0009522	丝氨酸\/苏氨酸蛋白激酶PLK2
BE0009523	丝氨酸\/苏氨酸蛋白激酶PLK3
BE0009524	丝氨酸\/苏氨酸蛋白激酶PLK4
BE0009588	蛋白激酶Cγ型（PRKCG）
BE0009526	cGMP依赖性蛋白激酶2
BE0009527	丝氨酸\/苏氨酸蛋白激酶PRP4同系物
BE0009528	丝氨酸\/苏氨酸蛋白激酶RIO1
BE0009529	丝氨酸\/苏氨酸蛋白激酶RIO2
BE0009530	丝氨酸\/苏氨酸蛋白激酶RIO3
BE0009531	受体相互作用丝氨酸\/苏氨酸蛋白激酶1
BE0009532	受体相互作用丝氨酸\/苏氨酸蛋白激酶2
BE0009533	受体相互作用丝氨酸\/苏氨酸蛋白激酶4
BE0009535	丝氨酸\/苏氨酸蛋白激酶SBK1
BE0009536	非特征性丝氨酸\/苏氨酸蛋白激酶SBK3
BE0009537	丝氨酸\/苏氨酸蛋白激酶Sgk3
BE0009538	丝氨酸\/苏氨酸蛋白激酶SIK2
BE0009539	SNF相关丝氨酸\/苏氨酸蛋白激酶
BE0009540	酪氨酸蛋白激酶
BE0009541	丝氨酸\/苏氨酸蛋白激酶10
BE0009542	丝氨酸\/苏氨酸蛋白激酶16
BE0009543	丝氨酸\/苏氨酸蛋白激酶17A
BE0009544	丝氨酸蛋白\/苏氨酸激酶
BE0009559	包膜蛋白F13
BE0003471	白细胞介素-5受体亚单位α
BE0009146	三端酶亚基1
BE0009145	三端酶亚基2
BE0009147	三端酶亚基3
BE0003463	肿瘤坏死因子受体超家族成员9
BE0000080	色氨酸5-羟化酶2
BE0009747	β-内酰胺酶（KPC-2）
BE0009746	β-内酰胺酶（blaSHV）
BE0009745	β-内酰胺酶（MIR-1）
BE0009360	β-内酰胺酶
BE0003472	激活素受体2A型
BE0003383	生长激素促分泌受体1型
BE0010068	DNA聚合酶
BE0010070	天花病毒DNA
BE0003273	氯化锂蛋白
BE0002370	降钙素基因相关肽2
BE0009680	B细胞抗原受体复合物相关蛋白β链
BE0009630	排泄分泌（ES）蛋白
BE0003466	核糖体结合蛋白1
BE0003467	60S核糖体亚基生物发生蛋白NIP7同源物
BE0003420	Bcl-2样蛋白2
BE0003421	Bcl2细胞死亡拮抗剂
BE0009866	RNA定向RNA聚合酶催化亚单位
BE0010066	1,3-β-葡聚糖合酶组分GSC2
BE0010067	GTP结合蛋白RHO1
BE0009787	C-C趋化因子受体4型
BE0009548	胃泌素
BE0009558	30S核糖体蛋白S11
BE0005510	可能的G蛋白偶联受体133
BE0005076	肌动蛋白，主动脉平滑肌
BE0009021	线粒体ATP合酶e亚单位
BE0004474	B型细胞色素b5
BE0009023	暗黑破坏神同系物，线粒体
BE0009024	F-box纯蛋白41
BE0009025	异质核核糖核蛋白F
BE0009027	热休克70 kDa蛋白4
BE0009028	10 kDa热休克蛋白，线粒体
BE0009029	热休克蛋白105 kDa
BE0009030	核迁移蛋白
BE0009031	Pappalysin-1
BE0009032	26S蛋白酶调节亚基6A
BE0009033	蛋白S100-A10
BE0009034	剪接因子3A亚单位3
BE0009035	染色质E亚家族成员1的SWI\/SNF相关基质相关肌动蛋白依赖性调节因子
BE0000355	琥珀酰辅酶A连接酶[GDP形成]亚单位β，线粒体
BE0009036	肿瘤蛋白D54
BE0009038	原肌球蛋白α-3链
BE0009039	原肌球蛋白α-4链
BE0004965	硫氧还蛋白
BE0005767	泛素羧基末端水解酶同工酶L1
BE0009040	泛素羧基末端水解酶14
BE0009041	14-3-3蛋白eta
BE0009042	14-3-3蛋白质θ
BE0001174	14-3-3蛋白质zeta\/delta
BE0010025	鞘氨醇激酶2
BE0003450	干扰素α-2
BE0009718	50S核糖体蛋白L22
BE0003459	间皮素
BE0009562	组蛋白赖氨酸N-甲基转移酶EZH2
BE0009849	组蛋白赖氨酸N-甲基转移酶EZH1
BE0009918	肿瘤相关钙信号传感器2
BE0008688	金属硫蛋白
BE0009798	连接蛋白-4
BE0008671	艰难梭菌毒素B
BE0005577	谷胱甘肽
BE0004769	Y+L氨基酸转运体1
BE0009143	运动神经元存活蛋白
BE0003675	50S核糖体蛋白L32
BE0003674	50S核糖体蛋白L4
BE0004850	转铁蛋白受体
BE0009579	组蛋白脱乙酰酶10
BE0009323	含有蛋白质2的核苷酸结合寡聚结构域
BE0009923	胆囊收缩素
BE0009367	钠通道蛋白
BE0008717	电压依赖性P\/Q型钙通道
BE0009344	乳糖
BE0009355	E型肉毒神经毒素
BE0009353	C1型肉毒神经毒素
BE0009357	G型肉毒神经毒素
BE0009356	F型肉毒神经毒素
BE0009354	D型肉毒神经毒素
BE0003643	回肠钠\/胆汁酸联合转运蛋白
BE0009149	维甲酸异构酶
BE0009370	巯基
BE0002477	癌胚抗原
BE0009736	聚合酶酸性蛋白
BE0009935	二酰甘油激酶
BE0009341	超铀元素
BE0009157	N-酰基磷脂酰乙醇胺水解磷脂酶D
BE0009345	成纤维细胞生长因子23
BE0009347	核受体亚家族1 D组成员1
BE0009348	核受体亚家族1 D组成员2
BE0009359	剪接因子3B亚单位1
BE0009155	Sn1特异性二酰甘油脂肪酶α
BE0009551	肽聚糖的NAM\/NAG肽亚单位
BE0009553	肌醇磷酸神经酰胺合酶
BE0009554	核因子NF-κB复合物
BE0009570	气味结合蛋白
BE0009911	结合珠蛋白
BE0009908	载脂蛋白B-100
BE0009909	血凝素
BE0009910	富含组氨酸糖蛋白
BE0009915	C->U-编辑酶APOBEC-1
BE0009916	Semenogelin-2
BE0009563	转甲状腺素mRNA
BE0009577	ADP-核糖基化因子样蛋白2
BE0010016	复制酶多蛋白1ab
BE0010019	复制酶多蛋白1ab
BE0010060	丝氨酸\/苏氨酸蛋白激酶ATR
BE0010036	DMD基因（外显子45 casimersen靶位点）
BE0010012	DMD基因（外显子53维尔托拉斯靶位点）
BE0010095	C5a过敏毒素趋化受体1
BE0009790	ALAS1 mRNA
BE0010181	胸腺基质淋巴细胞生成素
BE0010130	CD70抗原
BE0010136	干扰素α\/β受体（IFNAR）
BE0008625	血小板衍生生长因子受体α
BE0003644	钠\/胆汁酸协同转运蛋白
BE0002463	C-C趋化因子受体9型
BE0010027	IgG重链
