C0000786	['流产（自然流产）']
C4270536	['头颅或脊柱输液导管移位，后遗症']
C4270537	['其他神经系统装置、植入物或移植物移位']
C4270538	['鞘内输液泵移位']
C4270539	['其他神经系统装置、植入物或移植物移位，初次接触']
C4270540	['其他神经系统装置、植入物或移植物移位，随后遭遇']
C4270541	['其他神经系统装置移位、植入物或移植物、后遗症']
C4270542	['颅骨或脊柱输液导管泄漏（诊断）']
C4270543	['硬膜外输液导管渗漏']
C4270544	['鞘内输液管渗漏']
C4270545	['硬膜下输液导管渗漏']
C4270546	['蛛网膜下腔输液导管渗漏']
C4270547	['颅或脊柱输液导管泄漏，初次接触']
C4270548	['颅骨或脊柱输液导管泄漏，随后发生']
C4270549	['颅骨或脊柱输液导管渗漏，后遗症']
C4270550	['其他神经系统装置、植入物或移植物泄漏']
C4270551	['鞘内输液泵渗漏']
C4270552	['其他神经系统装置、植入物或移植物泄漏，初次接触']
C4270553	['其他神经系统装置、植入物或移植物泄漏，随后遭遇']
C4270554	['其他神经系统装置、植入物或移植物渗漏、后遗症']
C4270555	['颅骨或脊柱输液导管的其他机械并发症']
C4270556	['硬膜外输液导管的其他机械并发症']
C4270557	['鞘内输液导管的其他机械并发症']
C4270558	['蛛网膜下腔输液导管的其他机械并发症']
C4270559	['硬膜下输液导管的其他机械并发症']
C4270560	['颅或脊柱输液导管的其他机械并发症，初次接触']
C4270561	['颅骨或脊柱输液导管的其他机械并发症']
C4270562	['颅骨或脊柱输液导管的其他机械并发症、后遗症']
C4270563	['其他神经系统装置、植入物或移植物的其他机械并发症']
C4270564	['鞘内输液泵的其他机械并发症']
C4270565	['其他神经系统装置、植入物或移植物的其他机械并发症，初次接触']
C4270566	['其他神经系统装置、植入物或移植物的其他机械并发症，后续遭遇']
C4270567	['其他神经系统装置、植入物或移植物的其他机械并发症、后遗症']
C4270568	['因腹内感染引起的炎症反应']
C4270569	['因脑室-颅内（交通）分流引起的感染和炎症反应']
C4270570	['脑室-颅内（交通）分流引起的感染和炎症反应，随后的遭遇']
C4270571	['脑室-颅内（交通）分流引起的感染和炎症反应，后遗症']
C4270572	['脑内植入电子神经刺激物引起的感染和炎症反应，电极（铅）']
C4270573	['因植入大脑电子神经刺激物、电极（铅）、初次接触而引起的感染和炎症反应']
C4270574	['由于植入大脑的电子神经刺激物、电极（铅）引起的感染和炎症反应，以及随后的遭遇']
C4270575	['脑内植入电子神经刺激物引起的感染和炎症反应、电极（铅）、后遗症']
C4270576	['植入周围神经电子神经刺激器引起的感染和炎症反应，电极（铅）']
C4270577	['颅神经神经刺激器电极（铅）引起的感染和炎症反应']
C4270578	['胃神经刺激剂电极（铅）引起的感染和炎症反应']
C4270579	['骶神经神经刺激器电极（铅）引起的感染和炎症反应']
C4270580	['迷走神经神经刺激器电极（铅）引起的感染和炎症反应']
C4270581	['因植入周围神经电子神经刺激器、电极（导线）、初次接触而引起的感染和炎症反应']
C4270582	['由于植入周围神经的电子神经刺激物、电极（导线）引起的感染和炎症反应，以及随后的遭遇']
C4270583	['植入周围神经电子神经刺激物、电极（导线）引起的感染和炎症反应，后遗症']
C4270584	['植入脊髓电子神经刺激物引起的感染和炎症反应，电极（铅）']
C4270585	['由于植入脊髓电子神经刺激物、电极（导线）、初次接触而引起的感染和炎症反应']
C4270586	['植入脊髓电子神经刺激物、电极（铅）引起的感染和炎症反应，随后的遭遇']
C4270587	['植入脊髓电子神经刺激物、电极（铅）、后遗症导致的感染和炎症反应']
C4270588	['植入电子神经刺激器、发生器引起的感染和炎症反应']
C4270589	['发电机袋感染']
C4270590	['植入电子神经刺激器、发生器、初次接触导致的感染和炎症反应']
C4270591	['由于植入电子神经刺激器、发生器和随后的遭遇而引起的感染和炎症反应']
C4270592	['植入电子神经刺激剂、发生器、后遗症引起的感染和炎症反应']
C4270593	['颅内或脊柱输液导管引起的感染和炎症反应']
C4270594	['硬膜外导管引起的感染和炎症反应']
C4270595	['鞘内输注导管引起的感染和炎症反应']
C4270596	['蛛网膜下腔导管引起的感染和炎症反应']
C4270597	['硬膜下导管引起的感染和炎症反应']
C4270598	['初次接触时，由于颅或脊柱输液导管引起的感染和炎症反应']
C4270599	['颅内或脊柱输液导管引起的感染和炎症反应']
C4270600	['头颅或脊柱输液导管引起的感染和炎症反应，后遗症']
C4270601	['其他神经系统装置、植入物或移植物引起的感染和炎症反应']
C4270602	['鞘内输液泵引起的感染和炎症反应']
C4270603	['其他神经系统装置、植入物或移植物引起的感染和炎症反应']
C4270604	['其他神经系统装置、植入物或移植物引起的感染和炎症反应']
C4270605	['其他神经系统装置、植入物或移植物引起的感染和炎症反应、后遗症']
C4270606	['神经系统修复装置、植入物和移植物引起的栓塞']
C4270607	['神经系统修复装置、植入物和移植物引起的栓塞']
C4270608	['神经系统修复装置、植入物和移植物引起的栓塞，随后的遭遇']
C4270609	['神经系统修复装置、植入物和移植物引起的栓塞、后遗症']
C4270610	['其他内部修复装置、植入物和移植物引起的栓塞']
C4270611	['其他内部修复装置、植入物和移植物引起的栓塞']
C4270612	['其他内部修复装置、植入物和移植物导致的栓塞，随后的遭遇']
C4270613	['其他内部修复装置、植入物和移植物引起的栓塞，后遗症']
C4270614	['神经系统修复装置、植入物和移植物导致的纤维化']
C4270615	['神经系统修复装置、植入物和移植物引起的纤维化']
C4270616	['神经系统修复装置、植入物和移植物导致的纤维化，随后的遭遇']
C4270617	['神经系统修复装置、植入物和移植物导致的纤维化，后遗症']
C4270618	['其他内部修复装置、植入物和移植物导致的纤维化']
C4270619	['其他内部修复装置、植入物和移植物引起的纤维化']
C4270620	['其他内部修复装置、植入物和移植物导致的纤维化，随后的遭遇']
C4270621	['其他内部修复装置、植入物和移植物导致的纤维化，后遗症']
C4270622	['神经系统修复装置、植入物和移植物引起的出血']
C4270623	['神经系统修复装置、植入物和移植物引起的出血']
C4270624	['神经系统修复装置、植入物和移植物导致出血，随后遭遇']
C4270625	['神经系统修复装置、植入物和移植物引起的出血，后遗症']
C4270626	['其他内部修复装置、植入物和移植物导致的出血']
C4270627	['其他内部修复装置、植入物和移植物引起的出血']
C4270628	['其他内部修复装置、植入物和移植物导致的出血，随后的遭遇']
C4270629	['其他内部修复装置、植入物和移植物导致的出血，后遗症']
C4270630	['神经系统修复装置、植入物和移植物引起的疼痛']
C4270631	['神经系统修复装置、植入物和移植物引起的疼痛']
C4270632	['神经系统修复装置、植入物和移植物引起的疼痛，随后的遭遇']
C4270633	['神经系统修复装置、植入物和移植物引起的疼痛、后遗症']
C4270634	['其他内部修复装置、植入物和移植物引起的疼痛']
C4270635	['其他内部修复装置、植入物和移植物引起的疼痛']
C4270636	['其他内部修复装置、植入物和移植物引起的疼痛，以及随后的遭遇']
C4270637	['其他内部修复装置、植入物和移植物引起的疼痛，后遗症']
C4270638	['神经系统修复装置、植入物和移植物引起的狭窄']
C4270639	['神经系统修复装置、植入物和移植物引起的狭窄']
C4270640	['神经系统修复装置、植入物和移植物导致的狭窄，随后的遭遇']
C4270641	['神经系统修复装置、植入物和移植物导致的狭窄，后遗症']
C4270642	['其他内部修复装置、植入物和移植物导致的狭窄']
C4270643	['其他内部修复装置、植入物和移植物引起的狭窄']
C4270644	['其他内部修复装置、植入物和移植物导致的狭窄，随后的遭遇']
C4270645	['其他内部修复装置、植入物和移植物导致的狭窄，后遗症']
C4270646	['神经系统修复装置、植入物和移植物引起的血栓形成']
C4270647	['神经系统修复装置、植入物和移植物引起的血栓形成']
C4270648	['神经系统修复装置、植入物和移植物导致的血栓形成，随后的遭遇']
C4270649	['神经系统修复装置、植入物和移植物导致的血栓形成、后遗症']
C4270650	['其他内部修复装置、植入物和移植物导致的血栓形成']
C4270651	['其他内部修复装置、植入物和移植物引起的血栓形成']
C4270652	['其他内部修复装置、植入物和移植物导致的血栓形成，随后的遭遇']
C4270653	['其他内部修复装置、植入物和移植物导致的血栓形成，后遗症']
C4270654	['皮下装置袋腐蚀或破裂']
C4270655	['神经系统修复装置、植入物和移植物的其他特定并发症']
C4270656	['神经系统修复装置、植入物和移植物的其他特定并发症，初次接触']
C4270657	['神经系统修复装置、植入物和移植物的其他指定并发症，后续遭遇']
C4270658	['神经系统修复装置、植入物和移植物的其他特定并发症、后遗症']
C4270659	['其他内部修复装置、植入物和移植物的其他指定并发症']
C4270660	['其他内部修复装置、植入物和移植物的其他指定并发症，初次接触']
C4270661	['其他内部修复装置、植入物和移植物的其他指定并发症，后续遭遇']
C4270662	['其他内部修复装置、植入物和移植物的其他指定并发症、后遗症']
C4270663	['手术（诊断）期间全身麻醉下的意外意识']
C4270664	['在手术过程中，在全身麻醉下的意外意识']
C4270665	['手术过程中全身麻醉下的意外意识，随后的遭遇']
C4270666	['手术过程中全身麻醉下的意外意识，后遗症']
C4270736	['医疗和外科护理并发症（Y62-Y84）']
C4271877	['回肠消化道出血']
C4271981	['剖宫产术后子宫瘢痕']
C4272034	['全前置胎盘-无出血']
C4272080	['人工心脏装置狭窄（诊断）']
C4272081	['血管修复装置引起的狭窄（诊断）']
C4272229	['重度子痫前期合并产褥期（诊断）']
C4272230	['重度子痫前期诊断（合并分娩）']
C4272405	['子痫前期合并产褥期（诊断）']
C4272406	['先兆子痫合并分娩（诊断）']
C4272407	['术后尿道舟状窝狭窄（诊断）']
C4272408	['影响造口狭窄的术后并发症']
C4272409	['影响大陆造口疝的术后并发症']
C4272410	['影响泌尿造口的术后并发症（诊断）']
C4272411	['胃肠道造口术后并发症（诊断）']
C4272427	['右肩假体关节周围骨折']
C4272428	['右肘人工关节假体周围骨折']
C4272429	['假体周围骨折假体关节周围植入物右踝']
C4272430	['左肩假体关节周围骨折']
C4272431	['人工关节周围骨折植入物左肘']
C4272432	['人工关节周围骨折植入物左踝']
C4272437	['阴茎勃起扭转（物理检查）']
C4272634	['轻度至中度先兆子痫合并产褥期（诊断）']
C4272635	['轻度至中度先兆子痫合并分娩（诊断）']
C4272652	['肾造瘘导管机械并发症（诊断）']
C4272653	['留置输尿管支架的机械并发症（诊断）']
C4272654	['植入睾丸假体的机械并发症（诊断）']
C4272655	['植入式电子神经刺激发生器的机械并发症']
C4272656	['神经系统装置、植入物、移植物破裂的机械并发症']
C4272696	['放射治疗后男性勃起功能障碍（诊断）']
C4272697	['前列腺切除术后男性勃起功能障碍（诊断）']
C4272698	['间质种子疗法后男性勃起功能障碍（诊断）']
