C0000742	阿贝尔森白血病病毒###ET###MSH [SEP] 阿贝尔森白血病病毒###PT###CSP [SEP] 阿贝尔森小鼠白血病病毒###EQ###NCBI [SEP] 阿贝尔森小鼠白血病病毒###ET###CSP [SEP] 阿贝尔森小鼠白血病病毒###MH###MSH [SEP] 阿贝尔森小鼠白血病病毒###PT###NCI [SEP] 阿贝尔森小鼠白血病病毒###SCN###NCBI [SEP] 阿贝尔森病毒###ET###CSP [SEP] 白血病病毒###PM###MSH [SEP] 阿贝尔森白血病病毒###PM###MSH
C5218663	单纯疱疹病毒1和x7C；PrThr和#x7C；Sys:ANYGU###LG###LNC
C5218665	单纯疱疹病毒2和x7C；PrThr和#x7C；Sys:ANYGU###LG###LNC
C5218978	巨细胞病毒&#x7C；PrThr和#x7C；尿###LG###LNC
C5226753	DTMUV###CE###MSH [SEP] 鸭坦布苏病毒###PCE###MSH
C5237198	MEDI 5395###CCN###NCI [SEP] MEDI-5395###CCN###NCI [SEP] MEDI5395###CCN###NCI [SEP] 溶瘤NDV MEDI5395###SY###NCI [SEP] 溶瘤性新城疫病毒MEDI5395###DN###NCI_CTRP [SEP] 溶瘤性新城疫病毒MEDI5395###PT###NCI [SEP] 表达GM-CSF的重组新城疫病毒###SY###NCI
C5237679	诺沃克病毒基因组GII。4.###SY###NCI_CDISC [SEP] 诺沃克病毒基因组II。4.###PT###NCI [SEP] 诺沃克病毒基因组II。4.###PT###NCI_CDISC [SEP] 诺沃克病毒GII。4.###SY###NCI_CDISC
C5238979	改进的Ad5 ORCA-010###SY###NCI [SEP] 溶瘤腺病毒ORCA-010###PT###NCI [SEP] 虎鲸010###CCN###NCI [SEP] 奥卡-010###CCN###NCI [SEP] ORCA010###CCN###NCI
C5269110	分枝杆菌噬菌体Vix###EQ###NCBI [SEP] 分枝杆菌噬菌体Vix###SCN###NCBI
C5269111	梭状芽孢杆菌噬菌体phi9O###EQ###NCBI [SEP] 梭状芽孢杆菌噬菌体p9o###SCN###NCBI
C5269112	噬菌体T6###EQ###NCBI [SEP] 大肠杆菌噬菌体T6###EQ###NCBI [SEP] 肠杆菌噬菌体T6###SCN###NCBI [SEP] 大肠杆菌T6病毒###EQ###NCBI [SEP] 噬菌体T6###EQ###NCBI
C5269113	亚洲自由杆菌Psy62噬菌体FP2###EQ###NCBI [SEP] 自由杆菌噬菌体FP2###SCN###NCBI
C5269114	乳酸乳球菌噬菌体ul36。1.###EQ###NCBI [SEP] 乳酸菌噬菌体ul36。1.###SCN###NCBI
C5269115	乳酸乳球菌噬菌体ul36。2.###EQ###NCBI [SEP] 乳酸菌噬菌体ul36。2.###SCN###NCBI
C5269116	鼠疫耶尔森菌噬菌体Y###EQ###NCBI [SEP] 耶尔森菌噬菌体Y###SCN###NCBI
C5269117	噬菌体YpP-G###EQ###NCBI [SEP] 耶尔森菌噬菌体YpP-G###SCN###NCBI
C5269118	噬菌体YpP-R###EQ###NCBI [SEP] 耶尔森菌噬菌体YpP-R###SCN###NCBI
C5269121	噬菌体phi31。1.###EQ###NCBI [SEP] 乳酸菌噬菌体phi31。1.###SCN###NCBI
C5269122	鼠疫耶尔森菌噬菌体R###EQ###NCBI [SEP] 耶尔森菌噬菌体R###SCN###NCBI
C5269124	RHEph5###EQ###NCBI [SEP] 根瘤菌etli噬菌体RHEph05###EQ###NCBI [SEP] 根瘤菌噬菌体RHEph05###SCN###NCBI
C5269125	RHeph6###EQ###NCBI [SEP] 根瘤菌etli噬菌体RHEph06###EQ###NCBI [SEP] 根瘤菌噬菌体RHEph06###SCN###NCBI
C5269126	乳酸乳球菌噬菌体F4-1###EQ###NCBI [SEP] 乳酸乳球菌噬菌体F4-1###EQ###NCBI [SEP] 乳球菌噬菌体F4-1###SCN###NCBI
C5269129	分枝杆菌噬菌体ABCat###EQ###NCBI [SEP] 分枝杆菌噬菌体ABCat###SCN###NCBI
C5269131	分枝杆菌噬菌体ADLER F1725###EQ###NCBI [SEP] 分枝杆菌噬菌体ADLER F1725###SCN###NCBI
C5269132	分支杆菌噬菌体Audrey###EQ###NCBI [SEP] 分枝杆菌噬菌体Audrey###SCN###NCBI
C5269133	希刺克厉夫菌噬菌体###EQ###NCBI [SEP] 希斯克利夫分枝杆菌噬菌体###SCN###NCBI
C5269134	霍乱弧菌噬菌体phi 2###EQ###NCBI [SEP] 噬菌体弧菌phi 2###SCN###NCBI
C5269136	乳球菌936噬菌体Phi145###EQ###NCBI [SEP] 噬菌体乳球菌phi145###SCN###NCBI
C5269137	乳酸菌936噬菌体Phi15###EQ###NCBI [SEP] 噬菌体phi15乳球菌###SCN###NCBI
C5269138	乳酸菌936噬菌体Phi93###EQ###NCBI [SEP] 噬菌体乳球菌phi93###SCN###NCBI
C5269139	金牛分支杆菌噬菌体###EQ###NCBI [SEP] 噬菌体金牛分枝杆菌###SCN###NCBI
C5269144	噬菌体BB-2015###EQ###NCBI [SEP] 噬菌体噬菌体phiCDIF1296T###SCN###NCBI
C5269145	海兰德伯克霍尔德菌噬菌体PE067###EQ###NCBI [SEP] 伯克霍尔德菌噬菌体PE067###SCN###NCBI
C5269146	噬菌体bIL120###EQ###NCBI [SEP] 噬菌体乳球菌bIL120###SCN###NCBI
C5269147	噬菌体bIL15###EQ###NCBI [SEP] 噬菌体bIL15乳球菌###SCN###NCBI
C5269148	噬菌体bIL191###EQ###NCBI [SEP] 噬菌体乳球菌bIL191###SCN###NCBI
C5269149	噬菌体bIL77###EQ###NCBI [SEP] 噬菌体bIL77乳球菌###SCN###NCBI
C5269151	玛丽分支杆菌噬菌体###EQ###NCBI [SEP] 玛丽噬菌体分枝杆菌###SCN###NCBI
C5269153	噬菌体链球菌P738###SCN###NCBI [SEP] 嗜热链球菌噬菌体P738###EQ###NCBI
C5269154	马氏分枝杆菌噬菌体###EQ###NCBI [SEP] 马氏分枝杆菌噬菌体###SCN###NCBI
C5269155	假单胞菌噬菌体样本2015-s2###EQ###NCBI [SEP] 假单胞菌噬菌体UNO-SLW2###SCN###NCBI
C5269156	假单胞菌噬菌体样本2015-s3###EQ###NCBI [SEP] 假单胞菌噬菌体UNO-SLW3###SCN###NCBI
C5269157	假单胞菌噬菌体样本2015-s4###EQ###NCBI [SEP] 假单胞菌噬菌体UNO-SLW4###SCN###NCBI
C5269159	未分配假病毒科###EQ###NCBI [SEP] 未分类假病毒科###SCN###NCBI
C5269165	乳球菌噬菌体4268###EQ###NCBI [SEP] 噬菌体4268乳球菌###SCN###NCBI
C5269166	艰难梭菌噬菌体CRS-2017a###EQ###NCBI [SEP] 梭菌噬菌体CRS-2017a###SCN###NCBI
C5269181	小肠结肠炎耶尔森菌噬菌体JL-2018a###EQ###NCBI [SEP] 耶尔森菌噬菌体JL-2018a###SCN###NCBI
C5269185	乳酸乳球菌噬菌体jw32###EQ###NCBI [SEP] 乳球菌噬菌体jw32###SCN###NCBI
C5269186	噬菌体biL66###EQ###NCBI [SEP] 乳球菌噬菌体bIL66###EQ###NCBI [SEP] 噬菌体bIL66乳球菌###SCN###NCBI
C5269187	乳酸乳球菌噬菌体7###EQ###NCBI [SEP] 乳酸乳球菌噬菌体7###SCN###NCBI
C5269188	乳酸乳球菌噬菌体P113G###EQ###NCBI [SEP] 乳酸乳球菌噬菌体P113G###SCN###NCBI
C5269189	乳酸乳球菌噬菌体P475###EQ###NCBI [SEP] 乳酸乳球菌噬菌体P475###SCN###NCBI
C5269190	乳酸乳球菌噬菌体jw30###EQ###NCBI [SEP] 乳酸乳球菌噬菌体jw30###SCN###NCBI
C5269191	乳酸乳球菌噬菌体p272###EQ###NCBI [SEP] 乳酸乳球菌噬菌体p272###SCN###NCBI
C5269192	乳球菌噬菌体fd13###EQ###NCBI [SEP] 乳酸乳球菌噬菌体fd13###EQ###NCBI [SEP] 噬菌体乳球菌fd13###SCN###NCBI
C5269194	Callitrichine疱疹病毒1###EQ###NCBI [SEP] Saguinine gammaherpesvirus 1###SCN###NCBI [SEP] 血球疱疹病毒1###EQ###NCBI
C5269195	小苍兰蛇毒###EQ###NCBI [SEP] 小苍兰潜行蛇毒###SCN###NCBI [SEP] 小苍兰潜行病毒###EQ###NCBI
C5269196	假单胞菌噬菌体phi-Jp1###SCN###NCBI [SEP] 假单胞菌噬菌体phiJp1###EQ###NCBI
C5269197	未分类AG3病毒###EQ###NCBI [SEP] 未分类Agtrevirus###SCN###NCBI
C5269198	李斯特菌噬菌体LP-KV022###SCN###NCBI [SEP] 李斯特菌病毒LP-KV022###EQ###NCBI
C5269203	小蠹虫相关的浓核病毒###SCN###NCBI [SEP] 松毛虫相关拜登病毒###EQ###NCBI
C5269204	溶藻弧菌噬菌体ValB1 MD###EQ###NCBI [SEP] 弧菌噬菌体ValB1 MD###SCN###NCBI
C5269205	噬菌体phiHANEF13肠球菌###EQ###NCBI [SEP] 肠球菌噬菌体vB_EfaS_HEf13###SCN###NCBI
C5269206	黑头蟒蛇圆环病毒1###EQ###NCBI [SEP] 黑头蟒蛇圆环病毒1###SCN###NCBI
C5269207	Klebsiella噬菌体Kund-ULIP54###SCN###NCBI [SEP] Klebsiella噬菌体Kunk-ULIP54###EQ###NCBI
C5269223	噬菌体T2H###EQ###NCBI [SEP] 肠杆菌噬菌体T2H###SCN###NCBI [SEP] 噬菌体T2H###EQ###NCBI
C5269224	副溶血性弧菌噬菌体VP16T###EQ###NCBI [SEP] 噬菌体弧菌VP16T###SCN###NCBI
C5269225	副溶血性弧菌噬菌体VP16C###EQ###NCBI [SEP] 弧菌噬菌体VP16C###SCN###NCBI
C5269227	红三叶草相关细胞弹状病毒1###EQ###NCBI [SEP] 红车轴草病毒A###SCN###NCBI
C5269228	红三叶草相关细胞弹状病毒2###EQ###NCBI [SEP] 红车轴草B型病毒###SCN###NCBI
C5269229	沙门氏菌噬菌体AP6###EQ###NCBI [SEP] 沙门氏菌噬菌体H6###EQ###NCBI [SEP] 沙门氏菌噬菌体TS6###SCN###NCBI
C5269230	沙门氏菌噬菌体AP3###EQ###NCBI [SEP] 沙门氏菌噬菌体H3###EQ###NCBI [SEP] 沙门氏菌噬菌体TS3###SCN###NCBI
C5269231	沙门氏菌噬菌体AP13###EQ###NCBI [SEP] 沙门氏菌噬菌体H13###EQ###NCBI [SEP] 沙门氏菌噬菌体TS13###SCN###NCBI
C5269232	肠球菌噬菌体vB_EfaH_EF1TV###SCN###NCBI [SEP] 肠球菌噬菌体vB_EfaM_EF1TV###EQ###NCBI [SEP] 肠球菌噬菌体vB_EfaS_EF1TV###EQ###NCBI
C5269233	瓦罗亚正粘病毒1###EQ###NCBI [SEP] 瓦罗亚正粘病毒-1###SCN###NCBI
C5269241	克雷伯菌噬菌体VTCCBPA43###SCN###NCBI [SEP] 肺炎克雷伯菌噬菌体VTCCBPA43###EQ###NCBI
C5269276	噬菌体Q33###EQ###NCBI [SEP] 乳酸乳球菌P335噬菌体，Q33###EQ###NCBI [SEP] 乳球菌噬菌体Q33###SCN###NCBI
C5269287	汉坦病毒中国/YN06###SCN###NCBI [SEP] 汉坦病毒YN06###EQ###NCBI
C5269288	乳腺星形细胞病毒25###SCN###NCBI [SEP] 乳腺星形细胞病毒-25###EQ###NCBI
C5269289	德尔夫提亚病毒PhiW14###SCN###NCBI [SEP] Dellftia病毒PhiW14###EQ###NCBI
C5269290	大肠杆菌病毒PBECO4###SCN###NCBI [SEP] 埃希菌病毒PBECO4###EQ###NCBI
C5269291	戈尔多尼亚病毒###EQ###NCBI [SEP] 比尔尼链霉菌病毒###SCN###NCBI
C5269292	戈尔多尼亚病毒等等###EQ###NCBI [SEP] 戈尔多尼亚病毒###SCN###NCBI
C5269293	葡萄埃诺样病毒###EQ###NCBI [SEP] 葡萄烯醇病毒1###SCN###NCBI [SEP] 葡萄烯醇病毒-1###EQ###NCBI
C5269294	分枝杆菌噬菌体TA17A###EQ###NCBI [SEP] 分枝杆菌噬菌体TA17A###EQ###NCBI [SEP] 分枝杆菌病毒Ta17a###EQ###NCBI [SEP] 分枝杆菌病毒TA17a###SCN###NCBI
C5269295	油桃茎麻点相关病毒###SCN###NCBI [SEP] 油桃茎麻点相关病毒###EQ###NCBI
C5269296	Salinibacter病毒M1EM-1###EQ###NCBI [SEP] Salinibacter病毒M1EM1###SCN###NCBI
C5269297	Salinibacter病毒M8CC-19###EQ###NCBI [SEP] Salinibacter病毒M8CC19###SCN###NCBI
C5269298	Salinibacter病毒M8CRM-1###EQ###NCBI [SEP] Salinibacter病毒M8CRM1###SCN###NCBI
C5269299	Salinibacter病毒SRUTV-1###EQ###NCBI [SEP] Salinibacter病毒SRUTV1###SCN###NCBI
C5269300	粉虱相关卫星1号###SCN###NCBI [SEP] 与白蛉有关的圭塔马拉阿尔法卫星1号###EQ###NCBI
C5269309	李斯特菌噬菌体vB-LmoM-SH3-3###EQ###NCBI [SEP] 李斯特菌噬菌体vB-LmoM-SH3-3###SCN###NCBI
C5269311	大肠杆菌噬菌体EcNP1###SCN###NCBI [SEP] 大肠杆菌噬菌体NP1###EQ###NCBI
C5269314	未分类核糖病毒###SCN###NCBI [SEP] 未分类RNA病毒###EQ###NCBI
C5269315	三文鱼伪卡氏病毒2###SCN###NCBI [SEP] 鲑鱼佩斯卡纳病毒-2###EQ###NCBI
C5269316	三文鱼伪卡氏病毒1###SCN###NCBI [SEP] 鲑鱼佩斯卡纳病毒-1###EQ###NCBI
C5269320	霍姆伯格病毒LP-018###EQ###NCBI [SEP] 李斯特菌噬菌体LP-018###SCN###NCBI
C5269321	分枝杆菌噬菌体无特异性###SCN###NCBI [SEP] 分枝杆菌不特别强调###EQ###NCBI
C5269322	气单胞菌噬菌体LAh9###SCN###NCBI [SEP] 气单胞菌噬菌体LAh_9###EQ###NCBI
C5269323	克雷伯菌噬菌体vB_KaeM_Kaomga###SCN###NCBI [SEP] 克雷伯菌噬菌体vB_KpnM_Kaomga###EQ###NCBI
C5269324	克雷伯菌噬菌体vB_KaeM_KaAlpha###SCN###NCBI [SEP] 克雷伯菌噬菌体vB_KpnM_KaAlpha###EQ###NCBI
C5269325	假单胞菌噬菌体vB_KpnM_IME307###EQ###NCBI [SEP] 假单胞菌噬菌体vB_PaM_IME307###EQ###NCBI [SEP] 假单胞菌噬菌体vB_PaS_IME307###SCN###NCBI
C5269326	非洲猪刺猬腺病毒1###EQ###NCBI [SEP] 非洲侏儒刺猬腺病毒1###SCN###NCBI
C5269328	梅尔尼克结节病毒###SCN###NCBI [SEP] 梅尔尼克病毒###EQ###NCBI
C5269332	欧文氏噬菌体pEp_SNUABM_08###SCN###NCBI [SEP] 梨状欧文氏菌噬菌体pEp_SNUABM_08###EQ###NCBI
C5269336	未分类Jwxvirus###EQ###NCBI [SEP] 未分类斯坦霍夫病毒###SCN###NCBI
C5269337	枣黄斑驳相关病毒###SCN###NCBI [SEP] 枣黄色斑驳相关病毒###EQ###NCBI
C5269338	番茄脉间褪绿病毒2###EQ###NCBI [SEP] 番茄脉间褪绿病毒-2###SCN###NCBI
C5269340	沙门氏菌噬菌体PIZ SAE-01E2###SCN###NCBI [SEP] 沙门氏菌噬菌体W71701E2###EQ###NCBI
C5269341	克雷伯菌噬菌体###EQ###NCBI [SEP] 克雷伯菌噬菌体KPChem26###EQ###NCBI [SEP] 克雷伯菌噬菌体KPChem26###SCN###NCBI
C5269363	噬藻体###SCN###NCBI [SEP] 微囊藻噬菌体###EQ###NCBI
C5269374	番茄清脉变形病毒###EQ###NCBI [SEP] 番茄清脉叶变形病毒###SCN###NCBI
C5269375	微病毒1###EQ###NCBI [SEP] Jodie微病毒-1###SCN###NCBI
C5269378	金黄色葡萄球菌噬菌体SA44-CTH7###EQ###NCBI [SEP] 葡萄球菌噬菌体SA44-CTH7###SCN###NCBI
C5269380	噬菌体弧菌vB_VpaM_VP-3220###EQ###NCBI [SEP] 弧菌噬菌体vB_VpaP_VP-3220###SCN###NCBI
C5269403	未分配Picovirinae###EQ###NCBI [SEP] 未分类的皮卡病毒科###SCN###NCBI
C5269404	未分类KPP10病毒###EQ###NCBI [SEP] 未分类的南口病毒###SCN###NCBI
C5269406	未分类的病毒科###SCN###NCBI [SEP] 未分类Tospovirus###EQ###NCBI
C5269414	弯曲杆菌噬菌体DA10###EQ###NCBI [SEP] 弯曲杆菌噬菌体DA10###SCN###NCBI
C5269417	巴西蝌蚪乳头瘤病毒1###SCN###NCBI [SEP] 巴西蝌蚪乳头瘤病毒1型###EQ###NCBI
C5269421	未分类冠状病毒科###SCN###NCBI [SEP] 未分类冠状病毒###EQ###NCBI
C5269430	苛求二甲苯菌噬菌体Usme###EQ###NCBI [SEP] 木质部噬菌体###SCN###NCBI
C5269431	苛求木质部噬菌体###EQ###NCBI [SEP] 木质部噬菌体###SCN###NCBI
C5269432	白化黄单胞菌噬菌体Sopo###EQ###NCBI [SEP] 黄单胞菌噬菌体Sopo###SCN###NCBI
C5269433	白化黄单胞菌噬菌体禁忌###EQ###NCBI [SEP] 烟草黄单胞菌噬菌体###SCN###NCBI
C5269434	白线黄单胞菌噬菌体亚群###EQ###NCBI [SEP] 黄单胞菌噬菌体亚群###SCN###NCBI
C5269435	白线黄单胞菌噬菌体Bosa###EQ###NCBI [SEP] 黄单胞菌噬菌体博萨###SCN###NCBI
C5269436	噬菌体vRsoP-WF2###EQ###NCBI [SEP] Ralstonia噬菌体vRsoP-WF2###SCN###NCBI
C5269437	噬菌体VR2###EQ###NCBI [SEP] Ralstonia噬菌体vRsoP-WM2###SCN###NCBI
C5269439	嗜淀粉欧文氏菌噬菌体Hena1###EQ###NCBI [SEP] 欧文氏噬菌体Hena1###SCN###NCBI
C5269440	葡萄球菌噬菌体RDs-2019a###EQ###NCBI [SEP] 葡萄球菌噬菌体SA75###SCN###NCBI
C5269441	未分类巴布病毒和纳米病毒相关的α卫星###EQ###NCBI [SEP] 未分类的纳米α卫星###SCN###NCBI
C5269443	大肠杆菌Lambda 1H12病毒###EQ###NCBI [SEP] 大肠杆菌Lambda_1H12###SCN###NCBI
C5269444	大肠杆菌Lambda 2B8病毒###EQ###NCBI [SEP] 大肠杆菌Lambda_2B8病毒###SCN###NCBI
C5269445	大肠杆菌Lambda 2E9病毒###EQ###NCBI [SEP] 大肠杆菌Lambda_2E9###SCN###NCBI
C5269446	大肠杆菌Lambda 2G7a病毒###EQ###NCBI [SEP] 大肠杆菌Lambda_2G7a###SCN###NCBI
C5269447	大肠杆菌Lambda 2G7b病毒###EQ###NCBI [SEP] 大肠杆菌Lambda_2G7b病毒###SCN###NCBI
C5269448	Lambda大肠杆菌H10病毒###EQ###NCBI [SEP] 大肠杆菌Lambda_2H10病毒###SCN###NCBI
C5269449	大肠杆菌Lambda 4A7病毒###EQ###NCBI [SEP] 大肠杆菌Lambda_4A7病毒###SCN###NCBI
C5269450	大肠杆菌Lambda 4C10病毒###EQ###NCBI [SEP] 大肠杆菌Lambda_4C10病毒###SCN###NCBI
C5269451	大肠杆菌病毒mEp460 4F5###EQ###NCBI [SEP] 大肠杆菌病毒MEP4604F5###SCN###NCBI
C5269452	大肠杆菌Mu 3F6病毒###EQ###NCBI [SEP] 大肠杆菌Mu_3F6病毒###SCN###NCBI
C5269453	大肠杆菌病毒P88 4B11###EQ###NCBI [SEP] 大肠杆菌病毒P88_4B11###SCN###NCBI
C5269454	大肠杆菌病毒P2 2H1###EQ###NCBI [SEP] 大肠杆菌病毒P2_2H1###SCN###NCBI
C5269455	大肠杆菌病毒P2 2H4###EQ###NCBI [SEP] 大肠杆菌病毒P2_2H4###SCN###NCBI
C5269456	大肠杆菌病毒p24a7b###EQ###NCBI [SEP] 大肠杆菌P2_4A7b病毒###SCN###NCBI
C5269457	大肠杆菌病毒p24b2###EQ###NCBI [SEP] 大肠杆菌病毒P2_4B2###SCN###NCBI
C5269458	大肠杆菌病毒p24c9###EQ###NCBI [SEP] 大肠杆菌病毒P2_4C9###SCN###NCBI
C5269459	大肠杆菌病毒p24e6b###EQ###NCBI [SEP] 大肠杆菌病毒P2_4E6b###SCN###NCBI
C5269461	丹毒内卡托相关尿样病毒1###EQ###NCBI [SEP] 丹毒相关尿毒症样病毒1###SCN###NCBI
C5269462	丹毒相关的尿样病毒10###EQ###NCBI [SEP] 丹毒相关尿毒症样病毒10###SCN###NCBI
C5269463	内克托丹毒相关尿样病毒11###EQ###NCBI [SEP] 丹毒相关尿毒症样病毒11###SCN###NCBI
C5269464	丹毒内卡托相关尿样病毒2###EQ###NCBI [SEP] 丹毒相关尿毒症样病毒2###SCN###NCBI
C5269465	necator丹毒相关尿样病毒3###EQ###NCBI [SEP] 丹毒相关尿毒症样病毒3###SCN###NCBI
C5269466	内克托丹毒相关的尿样病毒4###EQ###NCBI [SEP] 丹毒相关尿毒症样病毒4###SCN###NCBI
C5269467	内克托丹毒相关的尿毒症样病毒5###EQ###NCBI [SEP] 丹毒相关尿毒症样病毒5###SCN###NCBI
C5269468	丹毒内卡托相关尿样病毒6###EQ###NCBI [SEP] 丹毒相关尿毒症样病毒6###SCN###NCBI
C5269469	内克托丹毒相关尿样病毒7###EQ###NCBI [SEP] 丹毒相关尿毒症样病毒7###SCN###NCBI
C5269470	内克托丹毒相关性尿样病毒8###EQ###NCBI [SEP] 丹毒相关类尿毒症病毒8###SCN###NCBI
C5269471	丹毒相关的尿样病毒9###EQ###NCBI [SEP] 丹毒相关尿毒症样病毒9###SCN###NCBI
C5269472	鲍曼不动杆菌噬菌体vB_AbaM_PhT2###EQ###NCBI [SEP] 不动杆菌噬菌体vB_AbaM_PhT2###SCN###NCBI
C5269482	变形杆菌噬菌体PmP SHa-2019###SCN###NCBI
C5269488	肠球菌噬菌体ATCEFS29###EQ###NCBI [SEP] 肠球菌噬菌体PBEF129###SCN###NCBI
C5269489	噬菌体弧菌phi_V039C###EQ###NCBI [SEP] 噬菌体弧菌V039C###SCN###NCBI
C5269490	山茶毒1号###EQ###NCBI [SEP] 山茶柠檬发光病毒###SCN###NCBI
C5269492	克雷伯菌噬菌体cmc_Kp20192###SCN###NCBI [SEP] 肺炎克雷伯菌噬菌体cmc_Kp20192###EQ###NCBI
C5269493	屎肠球菌噬菌体163###EQ###NCBI [SEP] 肠球菌噬菌体163###SCN###NCBI
C5269494	乳酸乳球菌噬菌体645###EQ###NCBI [SEP] 乳酸乳球菌噬菌体645###SCN###NCBI
C5269495	大肠杆菌噬菌体NBEco001###EQ###NCBI [SEP] 大肠杆菌噬菌体NBEco001###SCN###NCBI
C5269502	猫乳头瘤病毒6###SCN###NCBI [SEP] 猫乳头瘤病毒6型###EQ###NCBI
C5269504	大肠杆菌噬菌体安德烈奥蒂###EQ###NCBI [SEP] 大肠杆菌噬菌体安德烈奥蒂###SCN###NCBI
C5269507	科拉斯特雷拉绿藻融合病毒###SCN###NCBI [SEP] 科拉斯特雷拉梅尔德病毒###EQ###NCBI
C5269508	单萝卜绿藻融合病毒###EQ###NCBI [SEP] 单缝虫MELD病毒###SCN###NCBI
C5269509	囊胚融合病毒###SCN###NCBI [SEP] 囊胚原生动物MELD病毒###EQ###NCBI
C5269510	毛盘病毒###SCN###NCBI [SEP] 普氏毛盘原生动物MELD病毒###EQ###NCBI
C5269511	Capsaspora MELD病毒1###SCN###NCBI [SEP] Capsaspora原生体MELD病毒1###EQ###NCBI
C5269512	Capsaspora MELD病毒2###SCN###NCBI [SEP] Capsaspora原生融合病毒2###EQ###NCBI
C5269514	未分类周病毒###SCN###NCBI [SEP] 未分类PRTBV###EQ###NCBI
C5269518	嗜麦芽窄食单胞菌噬菌体DLP3###EQ###NCBI [SEP] 窄食单胞菌噬菌体DLP3###EQ###NCBI [SEP] 窄食单胞菌噬菌体vB_SmaS_DLP_3###SCN###NCBI
C5269522	钦奈沙门菌噬菌体###EQ###NCBI [SEP] 钦奈沙门菌噬菌体###SCN###NCBI
C5269523	氯霉素科噬菌体CV-1-33###SCN###NCBI [SEP] 噬菌体CV-1-33###EQ###NCBI
C5269528	噬菌体APSE-8###EQ###NCBI [SEP] 哈密顿内拉噬菌体APSE-8###SCN###NCBI [SEP] 噬菌体APSE-8v###EQ###NCBI
C5269529	福马·马图奇科拉毒血症样病毒1###SCN###NCBI [SEP] 马图西科拉乌尔米亚样病毒1###EQ###NCBI
C5269530	芽孢杆菌噬菌体vB_BceS_KLEB30-3S###EQ###NCBI [SEP] 芽孢杆菌噬菌体vB_BceS_KLEB30-3S###SCN###NCBI
C5269531	乳短杆菌相关partiti病毒1###EQ###NCBI [SEP] 乳短杆菌相关病毒1###SCN###NCBI
C5269532	科氏盐藻病毒Hardycor2###EQ###NCBI [SEP] 哈龙病毒Hardycor2###SCN###NCBI
C5269533	科氏盐藻病毒Serpecor1###EQ###NCBI [SEP] 盐红病毒Serpecor1###SCN###NCBI
C5269535	DP噬菌体SC_2_H4_2017###EQ###NCBI [SEP] 噬菌体DP SC_2_H4_2017###SCN###NCBI
C5269536	DP噬菌体SC_6_H4_2017###EQ###NCBI [SEP] 噬菌体DP SC_6_H4_2017###SCN###NCBI
C5269537	Gokushovirinae sp.SC_3_H2_2017###SCN###NCBI [SEP] gokushovirus噬菌体SC_3_H2_2017###EQ###NCBI
C5269538	Gokushovirinae sp.SC_5_H2H4_2017###SCN###NCBI [SEP] gokushovirus噬菌体SC_5_H2H4_2017###EQ###NCBI
C5269539	CRESS病毒噬菌体SC_1_H1_2017###EQ###NCBI [SEP] 克雷斯病毒SC_1_H1_2017###SCN###NCBI
C5269540	疱疹病毒科。###SCN###NCBI [SEP] 不明疱疹病毒###EQ###NCBI
C5269542	鲍曼不动杆菌噬菌体5W###EQ###NCBI [SEP] 鲍曼不动杆菌温和噬菌体5W###EQ###NCBI [SEP] 不动杆菌噬菌体5W###SCN###NCBI
C5269543	绿脓杆菌噬菌体PHW2###EQ###NCBI [SEP] 假单胞菌噬菌体PHW2###SCN###NCBI
C5269544	切丽环状病毒3-4###SCN###NCBI [SEP] 切丽环状病毒3.4###EQ###NCBI
C5269545	梭菌噬菌体TBP2###SCN###NCBI [SEP] 糖化酪丙酮梭菌原噬菌体TBP2###EQ###NCBI
C5269546	粪肠球菌噬菌体vB_EfaS_140###EQ###NCBI [SEP] 肠球菌噬菌体vB_EfaS_140###SCN###NCBI
C5269547	自蚜病毒科###SCN###NCBI [SEP] 自蚜病毒科###EQ###NCBI
C5269548	未分配的自记病毒亚科###EQ###NCBI [SEP] 未分类的自蚜病毒科###SCN###NCBI [SEP] 未分类的自蚜病毒亚科###SY###NCBI
C5269553	噬菌体phi AT3###EQ###NCBI [SEP] 乳酸杆菌噬菌体phiAT3###SCN###NCBI
C5269554	乳球菌噬菌体HD9###EQ###NCBI [SEP] 噬菌体乳球菌HD9###SCN###NCBI
C5269555	乳球菌噬菌体HD10###EQ###NCBI [SEP] 乳球菌噬菌体HD10###SCN###NCBI
C5269556	乳酸菌噬菌体SL5###EQ###NCBI [SEP] 乳酸菌噬菌体SL5###SCN###NCBI
C5269557	乳酸菌噬菌体SL2###EQ###NCBI [SEP] 乳酸菌噬菌体SL2###SCN###NCBI
C5269558	乳球菌噬菌体Q64###EQ###NCBI [SEP] 乳球菌噬菌体Q64###SCN###NCBI
C5269559	乳球菌噬菌体Q63###EQ###NCBI [SEP] 乳球菌噬菌体Q63###SCN###NCBI
C5269560	乳球菌噬菌体HD12###EQ###NCBI [SEP] 噬菌体乳球菌HD12###SCN###NCBI
C5269561	乳球菌噬菌体HD11###EQ###NCBI [SEP] 噬菌体乳球菌HD11###SCN###NCBI
C5269562	乳球菌噬菌体HD18###EQ###NCBI [SEP] 噬菌体乳球菌HD18###SCN###NCBI
C5269563	乳球菌噬菌体HD17###EQ###NCBI [SEP] 噬菌体乳球菌HD17###SCN###NCBI
C5269564	乳球菌噬菌体HD16###EQ###NCBI [SEP] 噬菌体乳球菌HD16###SCN###NCBI
