C0002085	['等位基因', '等位基因', 'Allelomorph', '等位形']
C4692987	[]
C4692988	[]
C4692989	[]
C4692990	[]
C4692991	[]
C4692992	[]
C4692993	[]
C4692994	[]
C4692995	[]
C4692996	[]
C4692997	[]
C4692998	[]
C4692999	[]
C4693000	[]
C4693001	[]
C4693002	[]
C4693003	[]
C4693004	[]
C4693005	[]
C4693012	[]
C4693017	[]
C4693018	[]
C4693019	[]
C4693020	[]
C4693021	[]
C4693022	[]
C4693023	[]
C4693050	[]
C4693051	[]
C4693052	[]
C4693053	[]
C4693059	[]
C4693060	[]
C4693061	[]
C4693062	[]
C4693063	[]
C4693064	[]
C4693076	[]
C4693077	[]
C4693078	[]
C4693079	[]
C4693080	[]
C4693081	[]
C4693082	[]
C4693083	[]
C4693084	[]
C4693085	[]
C4693086	[]
C4693104	[]
C4693105	[]
C4693106	[]
C4693107	[]
C4693108	[]
C4693109	[]
C4693110	[]
C4693111	[]
C4693112	[]
C4693113	[]
C4693114	[]
C4693146	[]
C4693147	[]
C4693148	[]
C4693149	[]
C4693150	[]
C4693164	[]
C4693165	[]
C4693166	[]
C4693185	[]
C4693191	[]
C4693192	[]
C4693199	[]
C4693200	[]
C4693201	[]
C4693202	[]
C4693209	[]
C4693210	[]
C4693211	[]
C4693216	[]
C4693217	[]
C4693219	[]
C4693220	[]
C4693222	[]
C4693246	[]
C4693254	[]
C4693255	[]
C4693256	[]
C4693257	[]
C4693265	[]
C4693266	[]
C4693267	[]
C4693268	[]
C4693269	[]
C4693270	[]
C4693271	[]
C4693272	[]
C4693273	[]
C4693274	[]
C4693275	[]
C4693276	[]
C4693277	[]
C4693278	[]
C4693282	[]
C4693283	[]
C4693375	[]
C4693384	[]
C4693385	[]
C4693386	[]
C4693387	[]
C4693388	[]
C4693496	[]
C4693497	[]
C4693612	[]
C4693719	[]
C4693720	[]
C4693721	[]
C4693821	[]
C4693865	[]
C4694053	[]
C4694056	[]
C4694059	[]
C4694060	[]
C4694062	[]
C4694063	[]
C4694064	[]
C4694071	[]
C4694072	[]
C4694075	[]
C4694076	[]
C4694077	[]
C4694078	[]
C4694079	[]
C4694080	[]
C4694082	[]
C4694083	[]
C4694084	[]
C4694085	[]
C4694090	[]
C4694092	[]
C4694093	[]
C4694096	[]
C4694097	[]
C4694104	[]
C4694107	[]
C4694111	[]
C4695131	[]
C4695171	[]
C4695173	[]
C4695532	[]
C4695534	[]
C4695536	[]
C4695652	[]
C4696142	[]
C4697041	[]
C4697042	[]
C4697836	[]
C4697837	[]
C4697838	[]
C4697839	[]
C4697840	[]
C4697841	[]
C4697921	[]
C4697923	[]
C4698016	[]
C4698017	[]
C4698018	[]
C4698290	[]
C4698292	[]
C4698396	[]
C4698397	[]
C4698398	[]
C4698399	[]
C4698569	[]
C4698570	[]
C4698571	[]
C4698572	[]
C4698573	[]
C4698574	[]
C4698575	[]
C4698576	[]
C4698827	[]
C4698828	[]
C4698829	[]
C4699907	[]
C4699908	[]
C4699909	[]
C4699910	[]
C4700172	[]
C4722143	[]
C4722145	[]
C4722638	[]
C4723643	[]
C4723644	[]
C4723645	[]
C4723646	[]
C4723647	[]
C4723648	[]
C4723649	[]
C4723650	[]
C4723651	[]
C4723652	[]
C4723653	[]
C4723654	[]
C4723655	[]
C4723656	[]
C4723657	[]
C4723658	[]
C4723659	[]
C4723660	[]
C4723661	[]
C4723662	[]
C4723663	[]
C4723664	[]
C4723665	[]
C4723666	[]
C4723667	[]
C4723668	[]
C4723669	[]
C4723670	[]
C4723671	[]
C4723672	[]
C4723673	[]
C4723674	[]
C4723675	[]
C4723676	[]
C4723677	[]
C4723678	[]
C4723679	[]
C4723680	[]
C4723681	[]
C4723682	[]
C4723683	[]
C4723684	[]
C4723685	[]
C4723686	[]
C4723728	[]
C4723731	[]
C4723732	[]
C4723733	[]
C4723734	[]
C4723735	[]
C4723736	[]
C4723737	[]
C4723739	[]
C4723740	[]
C4723741	[]
C4723742	[]
C4723743	[]
C4723753	[]
C4723764	[]
C4723765	[]
C4723766	[]
C4723767	[]
C4723820	[]
C4723824	[]
C4723848	[]
C4723849	[]
C4723850	[]
C4723851	[]
C4723852	[]
C4723853	[]
C4723854	[]
C4723855	[]
C4723856	[]
C4723857	[]
C4723858	[]
C4723859	[]
C4723860	[]
C4723861	[]
C4723862	[]
C4723863	[]
C4723864	[]
C4723865	[]
C4723866	[]
C4723867	[]
C4723868	[]
C4723869	[]
C4723870	[]
C4723871	[]
C4723872	[]
C4723873	[]
C4723874	[]
C4723875	[]
C4723876	[]
C4723877	[]
C4723878	[]
C4723879	[]
C4723880	[]
C4723881	[]
C4723882	[]
C4723883	[]
C4723884	[]
C4723885	[]
C4723886	[]
C4723887	[]
C4723888	[]
C4723889	[]
C4723890	[]
C4723891	[]
C4723892	[]
C4723893	[]
C4723948	[]
C4723952	[]
C4723953	[]
C4723956	[]
C4723957	[]
C4723959	[]
C4723960	[]
C4723961	[]
C4723963	[]
C4724046	[]
C4724047	[]
C4724048	[]
C4724049	[]
C4724050	[]
C4724051	[]
C4724052	[]
C4724053	[]
C4724054	[]
C4724055	[]
C4724056	[]
C4724057	[]
C4724058	[]
C4724059	[]
C4724060	[]
C4724061	[]
C4724062	[]
C4724063	[]
C4724064	[]
C4724065	[]
C4724066	[]
C4724067	[]
C4724068	[]
C4724069	[]
C4724070	[]
C4724071	[]
C4724072	[]
C4724073	[]
C4724074	[]
C4724075	[]
C4724076	[]
C4724077	[]
C4724078	[]
C4724079	[]
C4724080	[]
C4724093	[]
C4724094	[]
C4724095	[]
C4724096	[]
C4724099	[]
C4724101	[]
C4724193	[]
C4724246	[]
C4724278	[]
C4724335	[]
C4724336	[]
C4724742	[]
C4724874	[]
C4727083	['DNA甲基', 'DNA甲基', '表观基因组', '表观基因组', '甲基', '甲基体，DNA', '甲基', '甲基，DNA']
C4727118	[]
C4727542	[]
C4727566	[]
C4727567	[]
C4727568	[]
C4738191	[]
C4738890	[]
C4739001	[]
C4739008	[]
C4739160	[]
C4739166	[]
C4739212	[]
C4740078	[]
C4740083	[]
C4740207	[]
C4743111	['ICE2P2假基因，人', '人小伸长复合物ELL亚单位2假基因2的相互作用子', 'LOC728432假基因，人', 'NARG2P2假基因，人', 'NMDA受体调节2假基因2，人']
C4744355	[]
C4744600	[]
C4746544	[]
C4746545	[]
C4746546	[]
C4746548	[]
C4746551	[]
C4746552	[]
C4746553	[]
C4746554	[]
C4746555	[]
C4746556	[]
C4746557	[]
C4746558	[]
C4746559	[]
C4746560	[]
C4746561	[]
C4746562	[]
C4746563	[]
C4746565	[]
C4746566	[]
C4746567	[]
C4746568	[]
C4746569	[]
C4746570	[]
C4746571	[]
C4746572	[]
C4746582	[]
C4746583	[]
C4746584	[]
C4746585	[]
C4746586	[]
C4746587	[]
C4746588	[]
C4746600	[]
C4746625	[]
C4746626	[]
C4746627	[]
C4746628	[]
C4746637	[]
C4746638	[]
C4746639	[]
C4746640	[]
C4746641	[]
C4746642	[]
C4746643	[]
C4746644	[]
C4746645	[]
C4746646	[]
C4746647	[]
C4746648	[]
C4746649	[]
C4746650	[]
C4746651	[]
C4746652	[]
C4746653	[]
C4746654	[]
C4746655	[]
C4746656	[]
C4746657	[]
C4746658	[]
C4746659	[]
C4746660	[]
C4746661	[]
C4746662	[]
C4746663	[]
C4746664	[]
C4746666	[]
C4746667	[]
C4746668	[]
C4746669	[]
C4746670	[]
C4746671	[]
C4746672	[]
C4746673	[]
C4746674	[]
C4746675	[]
C4746676	[]
C4746677	[]
C4746678	[]
C4746679	[]
C4746680	[]
C4746681	[]
C4746682	[]
C4746683	[]
C4746684	[]
C4746685	[]
C4746713	[]
C4746714	[]
C4746715	[]
C4746716	[]
C4746717	[]
C4746718	[]
C4746719	[]
C4746720	[]
C4746721	[]
C4746722	[]
C4746723	[]
C4746724	[]
C4746725	[]
C4746726	[]
C4746727	[]
C4746728	[]
C4746729	[]
C4746730	[]
C4746731	[]
C4746732	[]
C4746733	[]
C4746734	[]
C4746735	[]
C4746736	[]
C4746737	[]
C4746741	[]
C4746930	[]
C4746931	[]
C4746932	[]
C4746933	[]
C4746934	[]
C4746935	[]
C4746936	[]
C4746938	[]
C4746945	[]
C4746988	[]
C4746994	[]
C4746995	[]
C4746996	[]
C4746997	[]
C4746998	[]
C4746999	[]
C4747000	[]
C4747001	[]
C4747002	[]
C4747003	[]
C4747004	[]
C4747005	[]
C4747006	[]
C4747007	[]
C4747008	[]
C4747009	[]
C4747010	[]
C4747011	[]
C4747012	[]
C4747013	[]
C4747017	[]
C4747018	[]
C4747019	[]
C4747020	[]
C4747021	[]
C4747022	[]
C4747023	[]
C4747024	[]
C4747025	[]
C4747026	[]
C4747027	[]
C4747028	[]
C4747029	[]
C4747030	[]
C4747031	[]
C4747032	[]
C4747035	[]
C4747036	[]
C4747037	[]
C4747038	[]
C4747039	[]
C4747040	[]
C4747041	[]
C4747042	[]
C4747043	[]
C4747044	[]
C4747045	[]
C4747046	[]
C4747047	[]
C4747048	[]
C4747049	[]
C4747050	[]
C4747051	[]
C4747052	[]
C4747053	[]
C4747054	[]
C4747055	[]
C4747056	[]
C4747057	[]
C4747058	[]
C4747059	[]
C4747060	[]
C4747061	[]
C4747062	[]
C4747063	[]
C4747064	[]
C4747065	[]
C4747066	[]
C4747067	[]
C4747068	[]
C4747072	[]
C4747073	[]
C4747074	[]
C4747075	[]
C4747076	[]
C4747077	[]
C4747078	[]
C4747079	[]
C4747080	[]
C4747081	[]
C4747086	[]
C4747087	[]
C4747088	[]
C4747089	[]
C4747090	[]
C4747091	[]
C4747092	[]
C4747093	[]
C4747094	[]
C4747095	[]
C4747096	[]
C4747097	[]
C4747098	[]
C4747099	[]
C4747100	[]
C4747101	[]
C4747102	[]
C4747103	[]
C4747104	[]
C4747105	[]
C4747106	[]
C4747107	[]
C4747108	[]
C4747109	[]
C4747110	[]
C4747111	[]
C4747112	[]
C4747113	[]
C4747114	[]
C4747115	[]
C4747116	[]
C4747117	[]
C4747118	[]
C4747119	[]
C4747129	[]
C4747130	[]
C4747131	[]
C4747132	[]
C4747133	[]
C4747134	[]
C4747135	[]
C4747136	[]
C4747137	[]
C4747138	[]
C4747139	[]
C4747140	[]
C4747141	[]
C4747142	[]
C4747143	[]
C4747144	[]
C4747145	[]
C4747146	[]
C4747147	[]
C4747148	[]
C4747149	[]
C4747150	[]
C4747151	[]
C4747152	[]
C4747153	[]
C4747154	[]
C4747155	[]
C4747156	[]
C4747157	[]
C4747158	[]
C4747159	[]
C4747160	[]
C4747161	[]
C4747162	[]
C4747163	[]
C4747164	[]
C4747170	[]
C4747171	[]
C4747172	[]
C4747173	[]
C4747174	[]
C4747175	[]
C4747176	[]
C4747177	[]
C4747178	[]
C4747179	[]
C4747180	[]
C4747181	[]
C4747182	[]
C4747183	[]
C4747184	[]
C4747185	[]
C4747186	[]
C4747187	[]
C4747188	[]
C4747189	[]
C4747190	[]
C4747191	[]
C4747192	[]
C4747194	[]
C4747195	[]
C4747196	[]
C4747197	[]
C4747198	[]
C4747199	[]
C4747200	[]
C4747201	[]
C4747202	[]
C4747203	[]
C4747204	[]
C4747205	[]
C4747206	[]
C4747207	[]
C4747208	[]
C4747209	[]
C4747210	[]
C4747211	[]
C4747212	[]
C4747213	[]
C4747214	[]
C4747215	[]
C4747216	[]
C4747219	[]
C4747220	[]
C4747221	[]
C4747222	[]
C4747223	[]
C4747224	[]
C4747225	[]
C4747226	[]
C4747227	[]
C4747228	[]
C4747231	[]
C4747232	[]
C4747233	[]
C4747234	[]
C4747235	[]
C4747236	[]
C4747242	[]
C4747243	[]
C4747244	[]
C4747245	[]
C4747246	[]
C4747247	[]
C4747248	[]
C4747249	[]
C4747250	[]
C4747251	[]
C4747252	[]
C4747253	[]
C4747254	[]
C4747255	[]
C4747256	[]
C4747257	[]
C4747258	[]
C4747259	[]
C4747260	[]
C4747261	[]
C4747262	[]
C4747263	[]
C4747264	[]
C4747265	[]
C4747266	[]
C4747267	[]
C4747268	[]
C4747269	[]
C4747270	[]
C4747278	[]
C4747279	[]
C4747280	[]
C4747281	[]
C4747282	[]
C4747283	[]
C4747285	[]
C4747286	[]
C4747287	[]
C4747288	[]
C4747289	[]
C4747290	[]
C4747291	[]
C4747292	[]
C4747295	[]
C4747296	[]
C4747297	[]
C4747298	[]
C4747299	[]
C4747300	[]
C4747301	[]
C4747302	[]
C4747303	[]
C4747304	[]
C4747305	[]
C4747306	[]
C4747307	[]
C4747308	[]
C4747309	[]
C4747310	[]
C4747311	[]
C4747312	[]
C4747313	[]
C4747314	[]
C4747315	[]
C4747316	[]
C4747317	[]
C4747318	[]
C4747319	[]
C4747320	[]
C4747321	[]
C4747322	[]
C4747323	[]
C4747324	[]
C4747325	[]
C4747326	[]
C4747327	[]
C4747328	[]
C4747329	[]
C4747330	[]
C4747331	[]
C4747332	[]
C4747333	[]
C4747334	[]
C4747335	[]
C4747336	[]
C4747337	[]
C4747338	[]
C4747348	[]
C4747353	[]
C4747354	[]
C4747355	[]
C4747356	[]
C4747357	[]
C4747358	[]
C4747359	[]
C4747360	[]
C4747361	[]
C4747362	[]
C4747363	[]
C4747364	[]
C4747365	[]
C4747372	[]
C4747373	[]
C4747374	[]
C4747375	[]
C4747376	[]
C4747377	[]
C4747378	[]
C4747379	[]
C4747380	[]
C4747381	[]
C4747382	[]
C4747383	[]
C4747384	[]
C4747385	[]
C4747386	[]
C4747387	[]
C4747388	[]
C4747389	[]
C4747390	[]
C4747391	[]
C4747392	[]
C4747393	[]
C4747395	[]
C4747396	[]
C4747397	[]
C4747398	[]
C4747399	[]
C4747400	[]
C4747401	[]
C4747402	[]
C4747403	[]
C4747404	[]
C4747405	[]
C4747406	[]
C4747407	[]
C4747414	[]
C4747415	[]
C4747416	[]
C4747427	[]
C4747428	[]
C4747429	[]
C4747430	[]
C4747431	[]
C4747432	[]
C4747433	[]
C4747434	[]
C4747435	[]
C4747436	[]
C4747437	[]
C4747438	[]
C4747439	[]
C4747440	[]
C4747441	[]
C4747442	[]
C4747443	[]
C4747444	[]
C4747445	[]
C4747446	[]
C4747447	[]
C4747448	[]
C4747449	[]
C4747450	[]
C4747451	[]
C4747452	[]
C4747453	[]
C4747454	[]
C4747455	[]
C4747456	[]
C4747457	[]
C4747458	[]
C4747459	[]
C4747460	[]
C4747461	[]
C4747462	[]
C4747463	[]
C4747464	[]
C4747465	[]
C4747466	[]
C4747467	[]
C4747468	[]
C4747469	[]
C4747470	[]
C4747471	[]
C4747472	[]
C4747473	[]
C4747474	[]
C4747475	[]
C4747476	[]
C4747477	[]
C4747478	[]
C4747479	[]
C4747480	[]
C4747481	[]
C4747482	[]
C4747483	[]
C4747484	[]
C4747485	[]
C4747493	[]
C4747494	[]
C4747495	[]
C4747496	[]
C4747497	[]
C4747498	[]
C4747499	[]
C4747500	[]
C4747501	[]
C4747502	[]
C4747503	[]
C4747505	[]
C4747506	[]
C4747507	[]
C4747508	[]
C4747509	[]
C4747510	[]
C4747511	[]
C4747512	[]
C4747513	[]
C4747514	[]
C4747515	[]
C4747516	[]
C4747518	[]
C4747523	[]
C4747524	[]
C4747525	[]
C4747526	[]
C4747529	[]
C4747530	[]
C4747531	[]
C4747532	[]
C4747552	[]
C4747553	[]
C4747554	[]
C4747555	[]
C4747556	[]
C4747557	[]
C4747558	[]
C4747559	[]
C4747560	[]
C4747561	[]
C4747562	[]
C4747563	[]
C4747564	[]
C4747565	[]
C4747566	[]
C4747567	[]
C4747569	[]
C4747570	[]
C4747571	[]
C4747572	[]
C4747573	[]
C4747574	[]
C4747601	[]
C4747602	[]
C4747603	[]
C4747614	[]
C4747615	[]
C4747638	[]
C4747639	[]
C4747640	[]
C4747641	[]
C4747642	[]
C4747643	[]
C4747644	[]
C4747645	[]
C4747660	[]
C4747661	[]
C4747662	[]
C4747663	[]
C4747664	[]
C4747666	[]
C4747667	[]
C4747668	[]
C4747669	[]
C4747670	[]
C4747671	[]
C4747672	[]
C4747681	[]
C4747682	[]
C4747683	[]
C4747716	[]
C4747717	[]
C4747718	[]
C4747719	[]
C4747720	[]
C4747721	[]
C4747722	[]
C4747723	[]
C4747724	[]
C4747725	[]
C4747732	[]
C4747733	[]
C4747734	[]
C4747735	[]
C4747736	[]
C4747738	[]
C4747739	[]
C4747740	[]
C4747741	[]
C4747744	[]
C4747757	[]
C4747758	[]
C4747759	[]
C4747760	[]
C4747779	[]
C4747780	[]
C4747781	[]
C4747782	[]
C4747783	[]
C4747786	[]
C4747787	[]
C4747799	[]
C4747821	[]
C4747822	[]
C4747823	[]
C4747833	[]
C4747849	[]
C4747859	[]
C4747860	[]
C4747861	[]
C4747884	[]
C4747890	[]
C4747920	[]
C4747921	[]
C4747951	[]
C4747952	[]
C4747960	[]
C4748013	[]
C4748036	[]
C4748037	[]
C4748038	[]
C4748039	[]
C4748040	[]
C4748114	[]
C4748115	[]
C4748116	[]
C4748326	[]
C4748377	[]
C4748378	[]
C4748379	[]
C4748380	[]
C4748755	[]
C4748756	[]
C4748757	[]
C4748758	[]
C4748859	[]
C4748860	[]
C4748861	[]
C4748862	[]
C4748916	[]
C4748917	[]
C4748918	[]
C4748919	[]
C4748920	[]
C4748937	[]
C4748938	[]
C4749041	[]
C4749141	[]
C4749144	[]
C4749145	[]
C4749146	[]
C4749150	[]
C4749151	[]
C4749154	[]
C4749155	[]
C4749156	[]
C4749160	[]
C4749162	[]
C4749165	[]
C4749166	[]
C4749167	[]
C4749168	[]
C4749170	[]
C4749171	[]
C4749172	[]
C4749173	[]
C4749174	[]
C4749175	[]
C4749177	[]
C4749179	[]
C4749180	[]
C4749181	[]
C4749191	[]
C4749193	[]
C4749194	[]
C4749196	[]
C4749198	[]
C4749204	[]
C4749207	[]
C4749208	[]
C4749213	[]
C4749214	[]
C4749215	[]
C4749216	[]
C4759862	[]
C4760639	[]
C4760650	[]
C4761345	[]
C4761349	[]
C4761361	[]
C4761363	[]
C4761364	[]
C4761368	[]
C4761371	[]
C4761372	[]
C4761376	[]
C4761378	[]
C4761427	[]
C4761428	[]
C4761434	[]
C4761440	[]
C4761467	[]
C4761470	[]
C4761471	[]
C4761472	[]
C4761474	[]
C4761479	[]
C4761482	[]
C4761496	[]
C4761498	[]
C4761499	[]
C4761500	[]
C4761502	[]
C4761521	[]
C4761522	[]
C4761528	[]
C4761531	[]
C4761533	[]
C4761534	[]
C4761535	[]
C4761539	[]
C4761541	[]
C4761553	[]
C4761555	[]
C4761557	[]
C4761610	[]
C4761614	[]
C4761641	[]
C4761642	[]
C4761643	[]
C4761706	[]
C4761707	[]
C4761708	[]
C4761733	[]
C4761734	[]
C4761735	[]
C4761736	[]
C4761737	[]
C4761738	[]
C4761739	[]
C4761740	[]
C4761741	[]
C4761742	[]
C4761752	[]
C4761763	[]
C4761764	[]
C4761765	[]
C4761766	[]
C4761767	[]
C4761768	[]
C4761769	[]
C4761770	[]
C4761771	[]
C4761772	[]
C4761773	[]
C4761774	[]
C4761775	[]
C4761776	[]
C4761777	[]
C4761778	[]
C4761779	[]
C4761780	[]
C4761781	[]
C4761782	[]
C4761783	[]
C4761784	[]
C4761785	[]
C4761786	[]
C4761787	[]
C4761788	[]
C4761789	[]
C4761790	[]
C4761791	[]
C4761796	[]
C4761799	[]
C4761800	[]
C4761801	[]
C4761802	[]
C4761803	[]
C4761804	[]
C4761805	[]
C4761806	[]
C4761807	[]
C4761808	[]
C4761809	[]
C4761810	[]
C4761811	[]
C4761812	[]
C4761813	[]
C4761814	[]
C4761815	[]
C4761816	[]
C4761817	[]
C4761818	[]
C4761819	[]
C4761820	[]
C4761821	[]
C4761822	[]
C4761823	[]
C4761824	[]
C4761825	[]
C4761826	[]
C4761827	[]
C4761828	[]
C4761829	[]
C4761830	[]
C4761831	[]
C4761832	[]
C4761833	[]
C4761834	[]
C4761835	[]
C4761836	[]
C4761837	[]
C4761838	[]
C4761839	[]
C4761842	[]
C4761843	[]
C4761844	[]
C4761845	[]
C4761846	[]
C4761847	[]
C4761848	[]
C4761849	[]
C4761850	[]
C4761851	[]
C4761852	[]
C4761853	[]
C4761854	[]
C4761855	[]
C4761856	[]
C4761857	[]
C4761858	[]
C4761859	[]
C4761860	[]
C4761861	[]
C4761862	[]
C4761863	[]
C4761864	[]
C4761866	[]
C4761867	[]
C4761868	[]
C4761869	[]
C4761870	[]
C4761871	[]
C4761872	[]
C4761873	[]
C4761874	[]
C4761875	[]
C4761876	[]
C4761877	[]
C4761878	[]
C4761879	[]
C4761880	[]
C4761881	[]
C4761882	[]
C4761883	[]
C4761884	[]
C4761885	[]
C4761886	[]
C4761887	[]
C4761888	[]
C4761889	[]
C4761890	[]
C4761891	[]
C4761892	[]
C4761893	[]
C4761894	[]
C4761895	[]
C4761896	[]
C4761897	[]
C4761898	[]
C4761899	[]
C4761900	[]
C4761901	[]
C4761902	[]
C4761903	[]
C4761904	[]
C4761905	[]
C4761906	[]
C4761907	[]
C4761908	[]
C4761909	[]
C4761910	[]
C4761911	[]
C4761912	[]
C4761913	[]
C4761914	[]
C4761915	[]
C4761916	[]
C4761917	[]
C4761918	[]
C4761919	[]
C4761920	[]
C4761921	[]
C4761922	[]
C4761923	[]
C4761924	[]
C4761925	[]
C4761926	[]
C4761927	[]
C4761928	[]
C4761929	[]
C4761930	[]
C4761931	[]
C4761932	[]
C4761933	[]
C4761934	[]
C4761935	[]
C4761936	[]
C4761937	[]
C4761938	[]
C4761939	[]
C4761940	[]
C4761941	[]
C4761942	[]
C4761943	[]
C4761944	[]
C4761945	[]
C4761946	[]
C4761947	[]
C4761948	[]
C4761949	[]
C4761950	[]
C4761951	[]
C4761952	[]
C4761953	[]
C4761954	[]
C4761955	[]
C4761956	[]
C4761957	[]
C4761958	[]
C4761959	[]
C4761960	[]
C4761961	[]
C4761962	[]
C4761963	[]
C4761964	[]
C4761965	[]
C4761966	[]
C4761967	[]
C4761968	[]
C4761969	[]
C4761970	[]
C4761971	[]
C4761972	[]
C4761973	[]
C4761974	[]
C4761975	[]
C4761976	[]
C4761977	[]
C4761978	[]
C4761979	[]
C4761980	[]
C4761981	[]
C4761982	[]
C4761983	[]
C4761984	[]
C4761985	[]
C4761986	[]
C4761987	[]
C4761988	[]
C4761989	[]
C4761990	[]
C4761991	[]
C4761992	[]
C4761993	[]
C4761994	[]
C4761995	[]
C4761996	[]
C4761997	[]
C4761998	[]
C4762000	[]
C4762001	[]
C4762002	[]
C4762003	[]
C4762004	[]
C4762005	[]
C4762006	[]
C4762007	[]
C4762008	[]
C4762009	[]
C4762010	[]
C4762011	[]
C4762012	[]
C4762013	[]
C4762014	[]
C4762016	[]
C4762017	[]
C4762018	[]
C4762019	[]
C4762020	[]
C4762021	[]
C4762022	[]
C4762023	[]
C4762024	[]
C4762025	[]
C4762026	[]
C4762027	[]
C4762028	[]
C4762029	[]
C4762030	[]
C4762031	[]
C4762032	[]
C4762033	[]
C4762034	[]
C4762035	[]
C4762036	[]
C4762037	[]
C4762038	[]
C4762039	[]
C4762040	[]
C4762041	[]
C4762042	[]
C4762043	[]
C4762044	[]
C4762045	[]
C4762046	[]
C4762047	[]
C4762048	[]
C4762049	[]
C4762050	[]
C4762051	[]
C4762052	[]
C4762053	[]
C4762054	[]
C4762057	[]
C4762058	[]
C4762059	[]
C4762060	[]
C4762061	[]
C4762062	[]
C4762063	[]
C4762064	[]
C4762065	[]
C4762066	[]
C4762067	[]
C4762068	[]
C4762069	[]
C4762070	[]
C4762071	[]
C4762072	[]
C4762073	[]
C4762074	[]
C4762075	[]
C4762076	[]
C4762077	[]
C4762078	[]
C4762079	[]
C4762080	[]
C4762081	[]
C4762082	[]
C4762083	[]
C4762084	[]
C4762085	[]
C4762086	[]
C4762087	[]
C4762088	[]
C4762089	[]
C4762090	[]
C4762091	[]
C4762092	[]
C4762093	[]
C4762094	[]
C4762095	[]
C4762096	[]
C4762097	[]
C4762098	[]
C4762099	[]
C4762100	[]
C4762101	[]
C4762102	[]
C4762103	[]
C4762104	[]
C4762105	[]
C4762106	[]
C4762107	[]
C4762108	[]
C4762109	[]
C4762110	[]
C4762111	[]
C4762112	[]
C4762113	[]
C4762114	[]
C4762115	[]
C4762116	[]
C4762117	[]
C4762118	[]
C4762119	[]
C4762120	[]
C4762121	[]
C4762122	[]
C4762123	[]
C4762125	[]
C4762126	[]
C4762127	[]
C4762128	[]
C4762129	[]
C4762130	[]
C4762131	[]
C4762132	[]
C4762133	[]
C4762134	[]
C4762135	[]
C4762136	[]
C4762137	[]
C4762138	[]
C4762139	[]
C4762140	[]
C4762141	[]
C4762142	[]
C4762143	[]
C4762144	[]
C4762145	[]
C4762146	[]
C4762147	[]
C4762148	[]
C4762149	[]
C4762150	[]
C4762151	[]
C4762152	[]
C4762153	[]
C4762154	[]
C4762155	[]
C4762156	[]
C4762157	[]
C4762158	[]
C4762159	[]
C4762160	[]
C4762161	[]
C4762162	[]
C4762163	[]
C4762164	[]
C4762165	[]
C4762166	[]
C4762167	[]
C4762168	[]
C4762169	[]
C4762170	[]
C4762171	[]
C4762172	[]
C4762173	[]
C4762174	[]
C4762175	[]
C4762176	[]
C4762177	[]
C4762178	[]
C4762179	[]
C4762180	[]
C4762181	[]
C4762182	[]
C4762183	[]
C4762184	[]
C4762185	[]
C4762186	[]
C4762187	[]
C4762188	[]
C4762189	[]
C4762190	[]
C4762191	[]
C4762192	[]
C4762193	[]
C4762194	[]
C4762195	[]
C4762196	[]
C4762197	[]
C4762198	[]
C4762199	[]
C4762200	[]
C4762201	[]
C4762202	[]
C4762203	[]
C4762204	[]
C4762205	[]
C4764219	[]
C5141327	[]
C5141329	[]
C5142020	[]
C5142562	[]
C5142643	[]
C5142666	[]
C5142667	[]
C5142668	[]
C5145416	[]
C5145498	[]
C5146478	[]
C5146674	[]
C5146690	[]
C5146691	[]
C5146692	[]
C5146693	[]
C5146716	[]
C5148030	[]
C5149188	[]
C5151278	[]
C5151382	[]
C5151606	[]
C5151822	[]
C5151870	[]
C5152794	[]
C5152967	[]
C5153195	[]
C5153226	[]
C5153230	[]
C5153231	[]
C5153232	[]
C5153233	[]
C5153234	[]
C5153235	[]
C5153238	[]
C5153480	[]
C5153578	[]
C5153579	[]
C5153580	[]
C5153789	[]
C5153790	[]
C5153791	[]
C5153792	[]
C5153794	[]
C5153795	[]
C5153796	[]
C5153797	[]
C5153798	[]
C5154017	[]
C5154018	[]
C5154021	[]
C5154185	[]
C5154186	[]
C5154187	[]
C5154188	[]
C5154189	[]
C5154190	[]
C5154191	[]
C5154192	[]
C5154193	[]
C5154194	[]
C5154195	[]
C5154196	[]
C5154197	[]
C5154198	[]
C5154199	[]
C5154200	[]
C5154203	[]
C5154204	[]
C5154205	[]
C5154206	[]
C5154207	[]
C5154208	[]
C5154209	[]
C5154210	[]
C5154211	[]
C5154212	[]
C5154213	[]
C5154214	[]
C5154215	[]
C5154216	[]
C5154217	[]
C5154218	[]
C5154219	[]
C5154220	[]
C5154221	[]
C5154222	[]
C5154223	[]
C5154224	[]
C5154225	[]
C5154226	[]
C5154227	[]
C5154230	[]
C5154231	[]
C5154232	[]
C5154233	[]
C5154234	[]
C5154235	[]
C5154236	[]
C5154238	[]
C5154239	[]
C5154241	[]
C5154242	[]
C5154246	[]
C5154255	[]
C5154256	[]
C5154257	[]
C5154258	[]
C5154259	[]
C5154260	[]
C5154261	[]
C5154262	[]
C5154263	[]
C5154264	[]
C5154266	[]
C5155157	[]
C5155512	[]
C5155574	[]
C5155575	[]
C5155733	[]
C5155780	[]
C5155781	[]
C5155787	[]
C5155788	[]
C5155789	[]
C5155790	[]
C5155791	[]
C5155883	[]
C5155885	[]
C5155886	[]
C5155887	[]
C5155888	[]
C5155938	[]
C5155939	[]
C5155946	[]
